Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,167.400,1.153,0.617,0.767,0.975,1.364,1.770,1.988,3.034,16.071,0.867
5,215.800,0.878,0.581,0.668,0.716,0.894,1.348,1.530,1.977,7.169,1.138
10,232.000,0.841,0.577,0.648,0.692,0.802,1.287,1.430,1.777,15.843,1.188
15,247.600,0.720,0.562,0.632,0.665,0.716,0.804,1.267,1.485,2.660,1.389
20,230.200,0.784,0.564,0.636,0.684,0.774,1.200,1.409,1.912,3.976,1.276
25,237.200,0.756,0.559,0.642,0.680,0.741,0.963,1.298,1.592,10.971,1.322
30,241.600,0.712,0.544,0.625,0.660,0.710,0.801,1.200,1.574,3.655,1.405
35,228.000,0.779,0.554,0.627,0.668,0.758,1.255,1.355,1.599,3.332,1.284
40,246.400,0.722,0.538,0.632,0.671,0.726,0.823,1.033,1.672,4.544,1.385
45,260.000,0.684,0.547,0.617,0.650,0.696,0.768,0.853,1.423,2.028,1.462
50,225.600,0.826,0.565,0.639,0.687,0.796,1.404,1.569,1.913,8.054,1.211
55,251.000,0.754,0.580,0.655,0.687,0.739,0.838,1.197,1.558,15.160,1.327
