Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,11.800,12.817,5.514,12.075,13.239,14.319,15.413,18.351,21.888,21.888,0.078
5,20.400,8.525,5.338,5.658,6.013,12.242,13.209,13.619,15.081,20.583,0.117
10,19.000,6.917,5.114,5.473,5.683,6.236,12.003,13.193,13.684,13.684,0.145
15,17.400,6.501,5.124,5.439,5.642,5.888,11.494,12.004,14.987,14.987,0.154
20,23.600,6.298,5.126,5.394,5.519,5.774,11.187,11.774,13.129,13.199,0.159
25,20.000,6.527,5.194,5.468,5.673,5.902,11.361,11.773,15.046,15.046,0.153
30,12.000,8.678,5.341,5.622,7.886,11.595,12.761,13.368,14.440,14.440,0.115
35,18.600,6.777,5.169,5.464,5.631,5.928,11.634,12.914,16.148,16.148,0.148
40,24.800,6.437,5.020,5.386,5.512,5.748,11.368,12.101,13.884,19.632,0.155
45,17.800,8.184,5.087,5.498,5.700,11.611,12.853,13.842,15.442,15.442,0.122
50,26.200,6.096,5.138,5.402,5.679,5.940,6.378,11.201,12.409,13.852,0.164
55,17.800,7.792,5.117,5.381,5.613,11.575,12.538,13.125,13.625,13.625,0.128
