Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,191.400,3.173,1.118,2.263,2.800,3.474,5.100,6.048,9.447,20.803,0.315
5,157.000,3.823,1.096,2.348,3.278,5.140,6.243,6.961,8.171,15.958,0.262
10,171.400,3.716,0.945,2.276,3.053,5.056,6.406,7.220,8.410,11.386,0.269
15,170.200,3.764,1.101,2.358,3.126,4.984,6.413,7.308,8.337,14.706,0.266
20,175.800,3.641,1.075,2.249,3.069,4.963,6.171,6.887,7.971,8.796,0.275
25,171.400,4.023,1.351,2.539,3.814,5.347,6.368,7.109,8.169,20.570,0.249
30,165.200,3.957,1.294,2.602,3.700,5.041,6.448,7.058,8.098,11.337,0.253
35,156.000,4.088,0.972,2.537,3.820,5.387,6.735,7.487,8.463,21.717,0.245
40,190.600,3.395,1.248,2.165,2.825,4.433,5.984,6.594,8.104,14.996,0.295
45,177.400,3.776,0.968,2.373,3.259,5.084,6.230,6.767,8.651,15.616,0.265
50,201.200,3.180,1.073,2.124,2.823,3.731,5.407,6.033,7.304,11.834,0.314
55,159.600,4.149,1.120,2.545,3.897,5.550,6.837,7.683,8.553,9.611,0.241
