Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,181.000,3.396,1.496,2.354,2.983,3.895,5.316,6.205,9.713,26.141,0.294
5,237.600,2.661,1.071,1.967,2.476,2.949,3.619,5.113,6.638,13.345,0.376
10,205.800,2.921,1.063,2.013,2.571,3.144,5.086,6.002,7.224,8.929,0.342
15,221.800,2.919,1.175,1.973,2.524,3.167,4.963,6.053,7.708,12.872,0.343
20,230.200,2.851,1.347,1.989,2.522,3.107,4.827,5.782,7.166,9.333,0.351
25,232.200,2.636,1.188,1.946,2.446,2.913,3.665,5.067,6.602,10.040,0.379
30,257.200,2.483,0.986,1.874,2.320,2.803,3.159,4.012,6.653,20.204,0.403
35,265.000,2.521,1.007,1.925,2.369,2.862,3.200,3.826,6.950,8.834,0.397
40,224.800,2.905,1.056,1.952,2.540,3.106,5.088,6.051,7.396,10.370,0.344
45,223.200,2.886,1.005,1.992,2.565,3.120,4.880,6.062,7.596,15.226,0.346
50,200.000,3.157,1.072,2.226,2.852,3.907,4.969,5.647,7.084,11.566,0.317
55,233.800,2.746,0.914,1.973,2.454,2.951,4.205,5.678,7.479,16.600,0.364
