Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.600,9.601,5.681,6.098,7.885,13.499,16.132,17.473,20.071,20.071,0.104
5,18.600,6.525,5.328,5.631,5.737,5.943,10.073,12.120,14.952,14.952,0.153
10,24.000,6.205,5.217,5.556,5.675,5.865,8.561,11.039,12.501,12.645,0.161
15,20.800,6.824,5.254,5.450,5.612,5.995,11.625,13.097,15.715,24.856,0.147
20,22.800,6.135,5.182,5.422,5.573,5.712,6.708,11.243,14.510,15.470,0.163
25,19.800,6.790,5.103,5.464,5.605,5.942,12.462,13.998,21.652,21.652,0.147
30,23.200,6.333,5.171,5.485,5.610,5.747,8.803,11.717,13.980,18.754,0.158
35,23.000,5.809,5.128,5.407,5.532,5.638,5.864,6.465,11.390,13.523,0.172
40,23.400,6.135,5.182,5.387,5.522,5.753,9.188,11.257,12.790,12.840,0.163
45,20.400,6.235,5.043,5.439,5.572,5.705,6.134,11.454,13.813,26.158,0.160
50,22.600,6.576,5.109,5.475,5.803,6.478,8.879,12.099,14.035,14.528,0.152
55,21.400,5.827,5.124,5.354,5.509,5.719,6.044,6.918,12.293,13.558,0.172
