Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,362,362.000,551,1222,2333,2737,3376,4399,7281,10214,32747
1,410,410.000,489,1058,1735,2435,3408,4463,6366,8797,13115
2,295,295.000,482,1431,2456,3374,4463,6116,8167,18465,24401
3,404,404.000,372,900,1631,2461,3178,5446,6099,12097,12973
4,312,312.000,413,1305,2150,3204,4608,5920,7312,12901,14796
5,355,355.000,463,1283,1775,2805,4041,6007,6996,11058,14140
6,293,293.000,332,1425,2369,3399,5143,6432,7623,13009,13867
7,304,304.000,357,1450,1996,3279,4985,6584,7409,13631,17824
8,340,340.000,374,1348,1855,2929,4487,6015,6919,12859,13837
9,292,292.000,611,1419,3300,3414,4949,6022,6758,11910,12809
10,396,396.000,341,785,1757,2529,3334,5766,6734,9940,13953
11,332,332.000,339,1086,1776,3004,3990,6544,8097,15327,17280
12,325,325.000,344,1302,1693,3059,4296,5819,6399,12185,14173
13,314,314.000,380,1445,1769,3168,4764,6657,7668,13452,13869
14,267,267.000,384,1506,2158,3744,5481,6955,12431,13807,14503
15,273,273.000,657,1391,3052,3666,5289,6619,8663,13454,16735
16,386,386.000,319,886,1578,2559,3406,5621,6204,11409,11791
17,375,375.000,297,1027,1765,2652,3597,5502,5972,11833,12905
18,419,419.000,319,912,1680,2377,2966,5202,6377,12144,12476
19,462,462.000,309,739,1658,2156,2680,4664,5778,12031,13261
20,494,494.000,313,734,1539,2011,2642,4405,5681,6475,14152
21,544,544.000,278,713,1518,1835,2519,3165,5312,6455,13954
22,297,297.000,500,1322,1857,3332,4783,6631,8295,13178,13983
23,327,327.000,321,1337,1726,3069,4618,6442,7509,13207,13738
24,316,316.000,312,1451,1775,3136,4442,6682,8095,13420,13888
25,357,357.000,332,1292,1493,2790,4287,5685,6225,11485,14237
26,525,525.000,279,665,1508,1898,2576,3874,5375,7335,13220
27,314,314.000,380,1312,1698,3177,4807,6074,7155,12223,12882
28,379,379.000,336,786,1727,2637,3417,5930,6866,13372,14461
29,292,292.000,338,1382,2373,3425,4942,6612,9073,13374,14963
30,395,395.000,304,924,1537,2516,3485,5565,6482,12455,13962
31,285,285.000,589,1345,3084,3510,4818,6396,8604,13200,14214
32,309,309.000,301,1429,1777,3229,4635,6946,8226,13533,14954
33,443,443.000,293,691,1536,2249,2803,5555,6334,11620,14086
34,570,570.000,321,708,1329,1747,2489,3098,5408,5837,9468
35,601,601.000,294,707,1531,1662,2403,2986,3203,5782,5902
36,339,339.000,442,1284,1934,2935,4137,5991,6943,12639,13564
37,359,359.000,288,1104,1718,2789,3878,6011,7102,12198,13350
38,284,284.000,440,1238,1941,3493,4521,7893,9500,15983,37014
39,428,428.000,297,853,1696,2329,2950,4981,6380,10764,16666
40,362,362.000,318,1051,1712,2773,3884,5925,7396,12461,15205
41,354,354.000,333,980,1980,2800,3447,6081,7652,14902,16264
42,287,287.000,338,1439,2091,3491,5294,6902,8348,14834,16671
43,359,359.000,299,1025,1767,2766,3838,6207,7061,13023,15643
44,269,269.000,581,1428,3463,3740,5487,6821,7637,13160,13667
45,297,297.000,616,1361,2362,3342,4850,6068,6489,12812,13316
46,444,444.000,280,745,1597,2238,3059,4932,5722,8866,11908
47,538,538.000,261,677,1498,1852,2543,3356,5210,6233,11427
48,394,394.000,273,793,1572,2531,3417,5462,6292,14484,17542
49,413,413.000,256,1083,1613,2416,3211,5479,5918,11277,13141
50,579,579.000,284,654,1303,1721,2377,3065,5175,6500,13907
51,325,325.000,258,1372,1865,3107,4579,6499,7483,11637,16186
52,574,574.000,290,687,1196,1719,2402,3069,4489,6924,15669
53,601,601.000,264,693,979,1654,2371,3060,5198,6105,7322
54,318,318.000,316,865,2102,3139,4210,7364,9354,13360,20186
55,408,408.000,302,820,1648,2449,3275,5543,5971,10740,12011
56,322,322.000,568,1285,1808,3092,4487,5724,6190,11786,12809
57,412,412.000,295,1023,1686,2421,3180,5394,6613,8033,13104
58,302,302.000,591,1443,1916,3304,4924,6719,7401,13524,13914
59,421,421.000,292,776,1582,2362,2971,5130,6066,11245,13069
