Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,9.400,11.796,5.621,6.302,12.804,15.903,17.766,18.085,20.790,20.790,0.085
5,17.800,8.815,5.289,5.771,8.841,11.519,12.948,13.504,14.921,14.921,0.113
10,12.200,9.499,5.423,6.396,9.560,11.647,12.766,13.342,13.713,13.713,0.105
15,12.800,9.416,5.218,5.583,10.997,12.411,13.023,14.072,16.628,16.628,0.106
20,18.000,9.340,5.121,5.644,10.891,12.202,12.892,13.584,15.301,15.301,0.107
25,16.800,9.049,5.131,5.439,10.692,11.711,12.602,13.245,26.376,26.376,0.111
30,18.400,6.485,5.022,5.416,5.564,5.763,10.455,12.400,25.623,25.623,0.154
35,18.000,8.857,5.181,5.572,6.260,12.446,13.481,13.849,15.650,15.650,0.113
40,17.600,8.439,5.139,5.475,5.713,12.463,13.169,13.640,17.146,17.146,0.118
45,11.200,9.004,5.204,5.495,10.275,12.001,12.975,13.338,13.731,13.731,0.111
50,16.600,8.023,5.195,5.759,6.517,10.826,11.525,12.549,14.868,14.868,0.125
55,12.400,9.315,5.236,5.450,5.843,12.806,13.547,14.894,40.965,40.965,0.107
