Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,312.000,3.191,0.362,1.191,2.030,3.772,6.624,9.636,16.612,38.230,0.313
5,444.000,2.244,0.328,0.750,1.678,2.790,5.369,6.276,8.972,17.693,0.446
10,411.200,2.421,0.321,0.828,1.721,3.029,5.506,6.294,11.769,42.479,0.413
15,401.400,2.479,0.283,0.794,1.772,3.126,5.714,6.597,12.082,15.331,0.403
20,394.800,2.527,0.305,0.800,1.741,3.170,5.791,6.727,12.597,20.956,0.396
25,407.600,2.450,0.304,0.788,1.757,2.975,5.724,6.911,12.721,28.785,0.408
30,412.400,2.416,0.280,0.793,1.718,3.055,5.606,6.587,10.979,27.181,0.414
35,310.200,3.217,0.286,1.339,1.884,4.540,6.810,8.721,15.077,20.247,0.311
40,391.200,2.551,0.314,0.818,1.835,3.196,5.867,6.748,13.021,17.879,0.392
45,406.800,2.451,0.272,0.781,1.821,3.106,5.842,6.905,10.061,15.742,0.408
50,345.400,2.889,0.276,1.110,1.764,4.286,6.116,7.166,13.033,24.037,0.346
55,393.000,2.537,0.308,0.783,1.750,3.144,5.986,7.120,12.166,17.001,0.394
