Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,65.200,2.910,1.002,1.424,2.357,3.329,4.565,5.511,9.162,69.346,0.344
5,94.000,1.683,0.977,1.200,1.392,2.068,2.396,2.683,4.070,7.703,0.594
10,114.400,1.553,0.949,1.088,1.207,1.998,2.407,2.683,3.596,10.941,0.644
15,89.800,1.779,0.909,1.106,1.890,2.213,2.539,2.743,3.437,9.786,0.562
20,119.000,1.348,0.904,1.064,1.122,1.248,2.200,2.476,3.420,11.620,0.742
25,126.200,1.459,0.927,1.045,1.145,1.859,2.279,2.665,3.925,9.785,0.685
30,142.200,1.302,0.897,1.041,1.114,1.281,2.029,2.274,2.749,6.063,0.768
35,122.200,1.468,0.903,1.020,1.134,1.977,2.311,2.594,3.116,4.782,0.681
40,142.200,1.410,0.864,1.004,1.071,1.212,2.192,2.462,3.275,55.108,0.709
45,138.600,1.343,0.898,1.049,1.114,1.296,2.196,2.409,2.748,9.484,0.745
50,142.400,1.380,0.901,1.060,1.125,1.427,2.225,2.448,2.812,15.953,0.725
55,122.200,1.350,0.876,1.005,1.089,1.323,2.227,2.427,3.065,13.377,0.741
