Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,8.800,15.756,7.077,12.046,17.220,18.061,20.860,23.763,25.411,25.411,0.063
5,15.200,10.673,7.151,7.649,8.484,12.171,17.252,24.138,28.775,28.775,0.094
10,13.400,10.253,7.109,7.605,7.971,13.076,17.894,19.181,21.297,21.297,0.098
15,10.000,12.016,7.720,8.038,8.714,16.490,20.663,23.849,30.621,30.621,0.083
20,11.000,11.070,7.936,8.587,8.792,10.640,19.567,20.411,22.516,22.516,0.090
25,11.800,11.744,7.979,8.731,9.655,11.063,19.908,29.023,42.617,42.617,0.085
30,13.600,10.176,8.383,8.701,9.053,10.083,14.264,19.564,23.643,23.643,0.098
35,12.400,13.389,8.437,9.158,9.540,11.994,27.345,32.795,37.839,37.839,0.075
40,12.000,10.815,8.715,9.051,9.759,11.079,12.552,20.932,27.684,27.684,0.092
45,9.400,18.132,8.934,9.911,20.029,23.841,28.269,30.837,36.674,36.674,0.055
50,10.200,11.615,8.900,9.407,10.165,11.457,15.304,22.561,32.081,32.081,0.086
55,8.200,13.989,9.288,9.914,11.317,15.636,22.876,24.631,35.532,35.532,0.071
