Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,8.600,21.759,10.852,12.560,17.418,24.295,27.624,29.271,154.335,154.335,0.046
5,6.000,16.785,9.605,10.726,18.153,21.984,24.934,26.026,27.175,27.175,0.060
10,9.200,13.113,9.609,10.038,10.419,14.714,20.546,23.523,26.570,26.570,0.076
15,9.800,12.989,9.738,10.203,10.915,13.136,18.862,22.593,29.907,29.907,0.077
20,12.400,12.989,9.591,10.214,10.695,14.427,20.969,21.485,29.637,29.637,0.077
25,12.000,11.371,6.789,7.541,10.610,14.332,17.196,22.328,23.923,23.923,0.088
30,14.000,9.057,6.880,7.229,7.654,8.687,16.142,18.073,24.451,24.451,0.110
35,11.400,10.286,6.997,7.528,8.677,10.601,16.651,20.565,29.128,29.128,0.097
40,10.800,10.620,6.900,7.528,8.585,11.161,19.926,22.899,23.746,23.746,0.094
45,12.200,9.088,6.836,7.321,7.783,8.565,11.791,18.560,31.280,31.280,0.110
50,16.400,8.081,6.953,7.448,7.907,8.538,9.200,9.486,12.181,12.181,0.124
55,14.200,7.593,6.868,7.155,7.342,7.647,7.991,8.355,15.918,15.918,0.132
