Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,165,165.000,1261,2485,4556,6022,6914,9971,12194,33203,87983
1,198,198.000,1001,1966,3575,5022,6857,9685,12999,24937,41412
2,227,227.000,567,1887,2933,4398,5859,9212,11363,16922,18061
3,296,296.000,486,1177,2236,3348,4001,6593,8798,21266,34879
4,340,340.000,438,1018,2214,2928,3609,6521,8616,12688,18723
5,308,308.000,339,1019,1948,3234,3776,7579,11857,14534,29539
6,398,398.000,374,934,2006,2497,3251,4564,6386,9209,44619
7,459,459.000,317,901,1317,2167,2956,3931,6031,7418,31428
8,399,399.000,363,976,2005,2534,3319,5132,6623,10751,17156
9,278,278.000,415,1119,2307,3530,4040,8557,9789,17124,19629
10,301,301.000,376,1112,2360,3325,4080,7551,9063,16556,18147
11,260,260.000,377,1071,2229,3808,3875,8405,10882,24441,104177
12,295,295.000,335,1115,2284,3362,4278,7272,8788,16230,51824
13,354,354.000,442,1019,2105,2822,3695,5860,8459,11560,23500
14,247,247.000,434,1205,3016,4005,4661,7486,10173,27771,34593
15,271,271.000,467,1260,2382,3674,4051,7895,9763,20633,57473
16,305,305.000,412,1200,2447,3258,4295,6631,8021,15612,18533
17,318,318.000,351,1070,2192,3124,3964,6809,9097,15639,22112
18,320,320.000,408,1081,2023,3109,3791,7313,8933,14934,20114
19,367,367.000,385,1013,2164,2712,3680,4864,6953,11243,15558
20,337,337.000,357,961,2194,2947,3784,6727,9103,12027,15940
21,348,348.000,336,928,2082,2853,3633,6534,9332,11611,17059
22,419,419.000,362,911,1925,2380,3154,4286,6400,8719,20384
23,384,384.000,345,961,2270,2603,3514,4620,6424,11871,21300
24,439,439.000,316,945,2022,2265,3235,4157,6089,6678,8924
25,316,316.000,335,1016,2035,3161,3907,7277,9090,14588,16569
26,327,327.000,296,998,2141,3045,3964,7206,8617,11585,14596
27,436,436.000,348,905,1973,2285,3267,4058,6157,7753,12144
28,396,396.000,326,895,1997,2519,3190,5305,6377,11198,16089
29,364,364.000,314,888,2122,2743,3476,6012,8216,13554,18398
30,417,417.000,336,917,1854,2389,3020,5695,6613,8597,12239
31,471,471.000,310,856,1486,2117,2922,3816,5654,7799,34050
32,499,499.000,321,850,1244,2004,2926,3779,4224,6323,15028
33,408,408.000,316,900,1868,2436,3193,5513,6382,9539,15324
34,493,493.000,292,844,1841,2030,2996,3669,4026,6093,9317
35,435,435.000,348,911,1728,2282,2947,4061,6421,9234,15846
36,416,416.000,292,962,1987,2392,3251,4159,5786,9541,15864
37,397,397.000,321,936,1917,2506,3550,5442,6414,9040,14603
38,330,330.000,321,893,2135,3030,3882,6608,8418,14644,16615
39,343,343.000,375,1001,2233,2890,3914,6234,7363,12664,16568
40,473,473.000,348,845,1336,2105,2891,4081,5827,6809,12209
41,390,390.000,322,885,2149,2554,3361,5409,6082,13309,15961
42,417,417.000,324,841,1715,2396,3225,5406,6256,10701,18527
43,290,290.000,391,1462,2451,3452,4159,7298,9334,15316,29590
44,375,375.000,322,907,2012,2642,3318,5915,8121,13720,22406
45,380,380.000,309,1040,1789,2628,3640,4805,6583,13118,21918
46,332,332.000,296,973,2106,2992,3839,6487,8867,13406,17269
47,349,349.000,304,1078,2150,2858,3758,5835,6545,13241,18529
48,473,473.000,284,831,1361,2108,3126,3854,5643,7412,14053
49,392,392.000,338,886,1906,2534,3307,5523,6887,12002,31850
50,271,271.000,331,1347,2592,3672,5391,7424,9558,14211,20148
51,423,423.000,352,868,1863,2378,3239,4834,6101,9333,18148
52,316,316.000,360,1019,2234,3123,3930,6010,7662,15446,63832
53,301,301.000,327,1195,2401,3309,4117,7330,9029,14144,17416
54,466,466.000,328,919,1288,2139,3066,4362,5561,6845,9987
55,445,445.000,296,881,1889,2236,3247,4114,6184,8883,11261
56,379,379.000,305,985,2154,2723,3421,4555,6680,14815,51782
57,226,226.000,362,1300,3160,4246,6025,10191,11334,17636,20172
58,348,348.000,313,1011,2387,2868,3848,6157,7187,11005,17810
59,435,435.000,321,932,1816,2278,3330,4208,5995,7175,9282
