Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,16.200,1.005,0.291,0.514,0.700,1.015,1.975,2.468,4.741,4.741,0.995
5,16.200,0.671,0.309,0.378,0.443,0.684,0.833,1.167,6.756,6.756,1.490
10,17.400,0.562,0.302,0.358,0.398,0.543,0.809,0.841,7.631,7.631,1.779
15,20.000,0.501,0.308,0.370,0.407,0.513,0.782,0.846,3.132,3.132,1.996
20,16.800,0.458,0.317,0.362,0.385,0.470,0.772,0.801,0.905,0.905,2.182
25,15.600,0.590,0.326,0.355,0.381,0.425,0.821,0.877,10.906,10.906,1.696
30,23.000,0.516,0.306,0.342,0.371,0.592,0.761,0.843,2.605,5.015,1.938
35,20.000,0.377,0.293,0.339,0.364,0.388,0.444,0.484,0.793,0.793,2.656
40,18.000,0.479,0.293,0.358,0.383,0.655,0.802,0.823,1.076,1.076,2.086
45,17.600,0.557,0.304,0.356,0.389,0.453,0.746,0.768,10.733,10.733,1.795
50,18.800,0.478,0.301,0.360,0.389,0.499,0.737,0.878,2.007,2.007,2.092
55,18.000,0.441,0.275,0.347,0.375,0.454,0.750,0.791,0.853,0.853,2.269
