Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,10.400,1.759,1.098,1.515,1.723,2.006,2.321,2.420,2.794,2.794,0.569
5,12.000,1.788,1.106,1.338,1.525,2.268,2.734,3.184,3.799,3.799,0.559
10,8.800,1.999,1.211,1.637,1.852,2.137,2.785,3.443,3.867,3.867,0.500
15,9.000,1.875,1.093,1.525,1.705,1.999,2.880,3.236,4.216,4.216,0.533
20,14.600,1.915,0.999,1.431,1.644,2.360,2.762,3.081,5.994,5.994,0.522
25,10.000,1.925,1.116,1.616,1.831,2.043,2.476,2.591,5.392,5.392,0.519
30,9.400,2.161,1.325,1.626,2.087,2.680,2.924,3.019,3.341,3.341,0.463
35,12.200,1.654,1.189,1.458,1.621,1.820,2.012,2.135,2.770,2.770,0.605
40,10.400,1.942,1.104,1.475,1.654,2.488,2.952,3.028,3.783,3.783,0.515
45,9.400,2.075,1.118,1.455,1.807,2.610,3.260,3.273,5.145,5.145,0.482
50,12.000,1.892,1.163,1.467,1.855,2.175,2.875,2.938,3.148,3.148,0.529
55,12.400,1.847,1.080,1.439,1.700,1.987,2.570,3.125,5.219,5.219,0.541
