Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,202,202.000,1225,1984,4154,4952,6491,8792,14176,16534,21636
1,336,336.000,564,1064,2016,2940,3507,6316,7580,16382,19399
2,407,407.000,470,897,1712,2451,3079,5145,6941,13138,16462
3,347,347.000,394,1005,1941,2870,3523,6405,7497,13099,14185
4,475,475.000,382,810,1464,2106,2856,4195,6331,7728,14594
5,343,343.000,340,1195,1896,2898,3792,6132,7088,14640,24510
6,538,538.000,356,752,1574,1850,2707,3296,3574,6286,6901
7,470,470.000,384,786,1639,2122,2801,3712,6080,11127,14427
8,468,468.000,351,880,1615,2127,2919,4066,6034,8021,11301
9,502,502.000,322,799,1433,1978,2750,3662,5528,7011,12492
10,550,550.000,344,781,1096,1807,2680,3250,3586,6456,6916
11,555,555.000,314,775,1269,1793,2552,3267,3542,6473,6833
12,450,450.000,299,789,1437,2184,3012,4580,6275,8760,14410
13,495,495.000,311,753,1664,2015,2876,3478,6004,6659,13961
14,556,556.000,345,742,1627,1794,2570,3285,3524,6426,9794
15,535,535.000,337,732,1492,1857,2553,3269,5951,7088,15762
16,522,522.000,313,737,1482,1911,2714,3436,6093,6548,14686
17,566,566.000,331,727,1384,1758,2511,3285,3537,6369,6792
18,513,513.000,304,753,1543,1944,2775,3484,6122,6640,8847
19,528,528.000,324,764,1245,1887,2655,3473,5921,6924,7865
20,534,534.000,327,730,1379,1865,2663,3322,5687,6451,23263
21,492,492.000,322,739,1589,2026,2777,3532,6094,7798,14237
22,492,492.000,359,779,1767,2029,2807,3473,4802,7279,15034
23,527,527.000,329,748,1615,1890,2754,3318,5530,6785,9635
24,486,486.000,303,768,1754,2052,2732,3527,6203,7097,15193
25,453,453.000,338,796,1770,2201,2833,4389,6388,9181,15407
26,452,452.000,326,770,1742,2208,2908,4261,6509,13451,18489
27,471,471.000,333,803,1874,2126,2805,3487,6046,8408,27526
28,493,493.000,325,797,1566,2023,2820,3522,6032,8605,15536
29,524,524.000,324,791,1731,1900,2639,3362,4362,6570,11072
30,478,478.000,319,793,1690,2080,2816,3574,6222,8062,14080
31,522,522.000,308,760,1705,1918,2801,3441,4424,6370,8449
32,531,531.000,315,737,1228,1873,2676,3454,6041,6662,14220
33,569,569.000,293,727,1426,1752,2476,3221,3482,6342,6523
34,532,532.000,293,730,1483,1873,2661,3418,5950,6466,7344
35,580,580.000,302,730,932,1719,2629,3233,3588,6302,6590
36,523,523.000,315,729,1651,1907,2719,3336,5318,6992,13788
37,528,528.000,316,781,1754,1886,2654,3360,3662,6328,7980
38,536,536.000,296,776,1376,1862,2627,3501,4756,6500,9280
39,524,524.000,312,731,1687,1901,2688,3277,5893,6449,15619
40,521,521.000,308,725,1622,1915,2601,3447,5893,6341,7334
41,472,472.000,319,811,1734,2116,3018,3990,4816,8434,8878
42,529,529.000,323,736,1429,1877,2731,3451,4755,7217,13239
43,549,549.000,322,726,1469,1823,2655,3313,3727,6310,6623
44,556,556.000,299,723,1636,1785,2580,3183,3470,6378,6688
45,566,566.000,296,723,1432,1763,2585,3301,3483,6321,7192
46,572,572.000,307,723,1323,1743,2549,3193,3562,6296,8618
47,534,534.000,316,727,1625,1865,2612,3286,5869,6671,13418
48,471,471.000,334,768,1845,2118,2839,3505,6230,8721,18136
49,310,310.000,376,1226,2120,3248,4526,6252,8360,15553,16281
50,355,355.000,288,855,2008,2784,3316,6359,8536,13091,17019
51,480,480.000,328,776,1423,2087,2759,4454,5873,10399,14477
52,568,568.000,319,715,1403,1750,2587,3192,3416,6046,6219
53,545,545.000,286,713,1629,1828,2692,3279,3677,6063,7847
54,582,582.000,284,698,1446,1711,2578,3116,3412,6000,6361
55,543,543.000,305,696,1569,1839,2595,3279,5020,6361,14687
56,505,505.000,292,712,1692,1976,2723,3346,5692,7625,12978
57,597,597.000,279,689,1204,1667,2465,3110,3385,6089,6204
58,548,548.000,300,739,1277,1827,2627,3359,5630,6164,9718
59,558,558.000,314,748,1311,1775,2630,3222,3621,6282,7186
