Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,124.400,1.655,0.778,1.003,1.414,1.836,2.402,3.240,4.831,54.427,0.604
5,127.200,1.414,0.730,0.920,1.138,1.681,2.114,2.764,4.259,12.144,0.707
10,105.200,1.732,0.741,0.979,1.695,1.883,2.350,2.797,9.607,14.613,0.577
15,104.000,1.665,0.744,1.014,1.672,1.886,2.377,3.089,4.538,11.359,0.601
20,120.200,1.533,0.752,0.988,1.695,1.805,1.953,2.076,2.346,6.000,0.652
25,134.200,1.330,0.713,0.830,0.974,1.814,1.993,2.110,2.520,11.193,0.752
30,105.800,1.727,0.752,1.392,1.680,1.897,2.371,2.900,4.080,8.053,0.579
35,109.000,1.585,0.711,0.987,1.754,1.921,2.113,2.282,2.695,3.641,0.631
40,141.000,1.181,0.677,0.787,0.861,1.668,1.889,2.091,3.397,5.997,0.847
45,131.600,1.346,0.684,0.861,1.306,1.733,1.943,2.063,2.671,9.773,0.743
50,146.600,1.246,0.685,0.852,0.975,1.540,1.972,2.225,3.840,5.799,0.803
55,121.400,1.424,0.700,0.883,1.249,1.867,2.005,2.157,4.156,5.498,0.702
