Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.200,0.718,0.386,0.497,0.601,0.778,1.235,1.517,2.513,2.513,1.393
5,14.200,0.570,0.355,0.421,0.465,0.735,0.891,0.997,1.227,1.227,1.756
10,11.600,0.906,0.332,0.408,0.448,0.805,1.007,3.310,10.256,10.256,1.103
15,16.400,0.644,0.301,0.380,0.456,0.787,0.989,1.091,4.462,4.462,1.552
20,15.800,0.599,0.308,0.409,0.466,0.795,0.938,1.060,1.722,1.722,1.670
25,10.800,0.643,0.354,0.419,0.477,0.724,0.936,1.212,2.816,2.816,1.556
30,10.400,0.605,0.373,0.425,0.484,0.767,0.895,1.056,1.836,1.836,1.652
35,12.400,0.788,0.332,0.407,0.457,0.775,1.062,1.114,12.606,12.606,1.269
40,14.000,0.759,0.377,0.453,0.520,0.775,1.091,1.265,6.429,6.429,1.318
45,8.000,0.674,0.334,0.445,0.542,0.978,1.108,1.195,1.299,1.299,1.483
50,11.800,0.734,0.389,0.464,0.687,0.933,1.108,1.195,1.456,1.456,1.363
55,15.200,0.551,0.345,0.428,0.474,0.562,0.935,0.984,1.214,1.214,1.814
