Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,320.800,3.106,0.338,1.277,2.108,3.992,6.575,8.193,15.341,18.047,0.322
5,353.800,2.810,0.372,0.944,1.871,3.561,6.269,7.225,13.594,17.110,0.356
10,300.600,3.317,0.328,1.490,2.044,4.703,7.626,8.912,15.776,21.219,0.301
15,365.000,2.724,0.335,0.997,1.887,3.427,6.089,7.219,12.934,18.868,0.367
20,369.600,2.696,0.295,0.841,1.860,3.241,6.408,7.700,14.586,18.129,0.371
25,353.600,2.819,0.319,0.907,1.781,3.625,6.422,7.144,13.410,16.651,0.355
30,370.800,2.688,0.342,0.865,2.046,3.333,6.080,7.888,11.610,20.078,0.372
35,320.400,3.110,0.350,1.080,2.116,3.913,6.867,8.686,15.133,18.644,0.322
40,267.000,3.733,0.324,1.368,2.422,4.827,8.130,9.768,18.447,62.931,0.268
45,258.400,3.860,0.355,1.407,2.432,5.389,8.609,10.292,17.397,25.802,0.259
50,270.800,3.678,0.404,1.296,2.650,4.585,7.720,9.961,16.741,43.921,0.272
55,219.000,4.537,0.386,1.792,2.774,6.213,9.388,11.706,19.441,66.380,0.220
