Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,250,250.000,1130,1828,3076,3979,4767,8491,9280,16893,26981
1,320,320.000,745,1262,2355,3106,4240,5833,8461,10921,17554
2,382,382.000,535,1106,2095,2611,3425,4435,7392,9558,17243
3,444,444.000,476,880,1825,2238,2963,3765,6719,8456,15019
4,414,414.000,402,938,1898,2403,3095,4431,6981,9730,13817
5,377,377.000,445,926,1845,2628,3405,5120,7263,15499,22708
6,381,381.000,423,1048,2096,2608,3378,4621,6076,11814,27295
7,440,440.000,456,975,1606,2254,3267,4183,4610,7947,10292
8,454,454.000,404,888,1827,2193,3099,3889,6731,8024,8929
9,484,484.000,385,867,1526,2061,3033,3789,4025,7584,7729
10,380,380.000,469,1024,2048,2614,3572,5032,7550,9518,11407
11,378,378.000,440,1011,2210,2624,3455,4749,7070,11819,17428
12,336,336.000,516,1153,2183,2976,4114,6424,7964,9489,11640
13,385,385.000,433,990,1960,2571,3408,4948,7668,9788,16249
14,403,403.000,411,912,1605,2471,3482,4241,7479,10280,18467
15,410,410.000,441,938,2016,2422,3286,4336,7284,8303,9259
16,405,405.000,406,937,1852,2458,3381,4348,6970,10435,17453
17,296,296.000,439,1153,2389,3359,3855,7491,8980,20579,43952
18,413,413.000,391,900,1947,2409,3349,4065,7273,8964,17083
19,468,468.000,391,877,1582,2127,3072,3819,4299,7479,8043
20,407,407.000,384,957,1853,2443,3540,4496,5741,7711,10915
21,353,353.000,452,1039,2143,2821,3673,5258,8213,11105,18919
22,369,369.000,394,1034,2050,2698,3614,4816,7654,11541,19027
23,344,344.000,398,1003,2422,2892,3826,5204,7330,17472,24397
24,444,444.000,409,893,1692,2240,3313,3988,6939,7888,9788
25,408,408.000,366,881,2032,2445,3303,4280,7140,8578,16001
26,419,419.000,390,927,2057,2378,3327,4051,6931,8527,9890
27,447,447.000,392,942,1391,2230,3130,4216,4984,8939,11064
28,301,301.000,468,1107,2423,3311,4210,7491,9844,13531,20024
29,230,230.000,398,1223,2627,4705,4321,8235,11099,39021,175854
30,282,282.000,398,976,2367,3225,3945,5490,7913,17731,88656
31,370,370.000,422,978,2189,2695,3784,4990,7677,10045,12015
32,297,297.000,448,1153,2202,3350,4135,8014,9383,11416,17455
33,424,424.000,398,954,1619,2348,3404,4366,5185,8588,9295
34,401,401.000,368,977,1873,2484,3444,4344,7379,8373,9956
35,369,369.000,399,1020,1964,2699,3577,5192,7831,11252,21483
36,312,312.000,429,1009,2370,3197,3896,5402,8771,23907,32803
37,315,315.000,373,1102,2285,3162,4037,6074,8415,10850,48683
38,315,315.000,394,1153,2276,3275,4162,5502,7640,15645,48338
39,332,332.000,425,1078,2310,2887,3990,5174,6585,10751,31639
40,448,448.000,382,942,1438,2220,3332,4257,4656,8321,9674
41,391,391.000,435,978,2053,2546,3767,4657,5617,9410,10275
42,318,318.000,443,1085,2452,3134,4024,5328,8962,14759,33750
43,305,305.000,497,1199,2598,3267,3957,5894,8699,14043,28144
44,420,420.000,377,1041,1694,2371,3555,4468,5122,8331,10358
45,384,384.000,439,1088,1706,2589,3747,4756,5677,9473,12178
46,415,415.000,404,1009,1673,2415,3456,4437,7710,8569,9108
47,394,394.000,399,1003,1999,2520,3602,4444,6729,8541,21614
48,258,258.000,367,1589,2494,3841,4997,8193,9673,19290,25032
49,273,273.000,436,1582,2364,3649,5252,7777,8771,15309,17799
50,234,234.000,446,1348,2543,4275,5181,9607,14227,22084,24556
51,285,285.000,430,1124,2453,3478,4531,7873,8820,17018,19499
52,352,352.000,387,1034,1907,2827,3890,5018,7382,11158,48947
53,241,241.000,396,1039,2386,4154,4019,8435,10305,18077,160638
54,354,354.000,399,965,1960,2814,3388,4447,7346,9820,118695
55,373,373.000,408,994,2083,2669,3607,4672,7422,14311,19424
56,377,377.000,377,937,2282,2637,3478,4603,7387,9753,20031
57,318,318.000,422,980,2462,3137,3934,7437,8750,12234,26135
58,407,407.000,409,973,1859,2448,3389,4589,7354,8520,10596
59,405,405.000,359,942,1773,2451,3421,4276,7189,8945,18700
