Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,96.400,6.405,1.906,4.147,5.512,7.936,9.878,11.254,22.831,54.623,0.156
5,159.800,3.966,1.601,3.020,3.768,4.489,4.974,6.356,10.581,16.822,0.252
10,157.400,4.263,1.908,2.964,3.842,4.639,6.913,9.038,11.515,15.328,0.235
15,159.600,4.126,1.787,2.986,3.807,4.584,6.404,7.974,10.243,13.522,0.242
20,140.400,4.822,1.605,3.199,4.181,5.802,8.466,9.376,10.921,15.428,0.207
25,162.600,4.189,1.466,2.942,3.763,4.608,6.900,8.491,10.110,14.342,0.239
30,144.400,4.410,1.729,3.059,3.897,4.748,7.699,9.172,10.564,13.143,0.227
35,151.400,4.429,1.597,3.070,3.877,4.756,7.780,9.397,11.568,14.113,0.226
40,99.000,6.767,2.217,4.433,6.487,9.037,10.607,11.467,13.235,25.512,0.148
45,155.000,4.256,1.843,3.028,3.794,4.701,6.194,8.661,10.917,21.565,0.235
50,158.800,4.199,1.711,3.015,3.870,4.677,6.207,8.627,10.391,12.052,0.238
55,168.000,3.875,1.417,2.945,3.595,4.361,4.903,6.807,10.014,12.031,0.258
