Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,10.400,14.427,7.105,8.462,12.309,18.908,25.318,29.418,30.443,30.443,0.069
5,11.600,11.503,6.912,7.635,8.871,14.424,18.410,24.347,26.679,26.679,0.087
10,15.000,9.114,6.832,7.286,7.757,9.213,13.641,18.075,19.298,19.298,0.110
15,15.800,10.368,6.535,7.458,7.970,9.895,17.378,25.968,32.905,32.905,0.096
20,14.800,7.785,6.749,7.243,7.559,7.845,8.362,9.914,16.546,16.546,0.128
25,14.800,8.113,6.821,7.476,7.742,8.548,9.218,9.902,16.268,16.268,0.123
30,17.400,8.196,6.840,7.323,7.722,8.098,8.696,10.293,19.228,19.228,0.122
35,13.000,8.650,6.736,7.272,7.740,8.341,10.332,16.120,25.112,25.112,0.116
40,19.000,7.548,6.723,7.057,7.238,7.593,8.093,8.794,18.165,18.165,0.132
45,19.000,7.072,6.359,6.739,6.963,7.198,7.340,7.784,12.111,12.111,0.141
50,17.200,8.353,5.996,6.399,6.653,8.463,13.047,17.055,18.304,18.304,0.120
55,17.600,8.095,6.304,6.774,7.028,7.574,12.679,14.263,27.078,27.078,0.124
