Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,151.800,3.960,1.429,2.856,3.588,4.359,6.009,7.607,9.971,25.619,0.253
5,130.000,5.025,1.728,3.211,4.483,6.656,8.362,9.131,10.665,16.172,0.199
10,172.200,3.846,1.286,2.520,3.279,4.399,6.775,8.077,9.482,10.514,0.260
15,170.000,3.940,1.339,2.461,3.234,4.783,7.109,8.514,10.670,14.507,0.254
20,150.600,4.444,1.352,2.604,3.511,6.148,7.979,9.051,10.641,12.898,0.225
25,144.800,4.691,1.321,2.871,3.820,6.204,8.186,9.305,12.178,17.977,0.213
30,133.000,4.969,1.650,3.242,4.650,6.422,7.925,8.885,10.132,12.039,0.201
35,149.400,4.287,1.200,2.549,3.525,5.772,7.477,8.496,9.694,12.650,0.233
40,149.800,4.308,1.610,2.523,3.300,5.306,7.326,9.096,17.623,39.488,0.232
45,172.800,3.773,1.140,2.355,3.073,4.861,6.833,7.841,10.000,11.820,0.265
50,163.800,4.012,1.163,2.595,3.315,5.092,7.035,8.277,10.012,14.524,0.249
55,152.000,4.399,1.471,2.617,3.465,5.821,8.098,9.402,10.468,17.374,0.227
