Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,155.200,4.017,1.578,2.606,3.406,4.844,6.855,7.969,10.320,23.361,0.249
5,219.800,2.908,1.170,2.129,2.723,3.227,3.997,5.313,7.790,15.030,0.344
10,229.200,2.840,1.145,2.136,2.700,3.208,3.632,4.380,7.536,17.525,0.352
15,247.000,2.648,1.069,2.090,2.575,3.076,3.404,3.562,5.621,9.588,0.378
20,208.000,3.029,1.566,2.196,2.825,3.363,4.299,5.783,7.611,11.922,0.330
25,223.600,2.789,1.068,2.145,2.669,3.153,3.561,4.259,7.438,9.352,0.359
30,244.200,2.741,1.173,2.116,2.625,3.115,3.448,3.644,7.592,10.098,0.365
35,241.200,2.620,1.137,2.080,2.533,3.024,3.368,3.506,5.705,9.406,0.382
40,236.400,2.696,1.068,2.024,2.581,3.068,3.390,4.853,6.605,8.812,0.371
45,248.200,2.608,1.052,2.024,2.477,3.017,3.335,3.733,6.633,11.091,0.383
50,238.400,2.765,1.118,2.107,2.627,3.061,3.459,4.719,7.696,13.198,0.362
55,239.200,2.644,0.997,2.104,2.540,3.053,3.384,3.550,5.796,15.065,0.378
