Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,103.800,5.997,1.752,3.466,5.288,7.686,9.840,12.112,19.039,33.623,0.167
5,131.000,4.707,1.357,2.965,3.882,5.786,8.136,9.252,14.007,44.113,0.212
10,160.000,3.898,1.729,2.583,3.287,4.064,6.473,8.641,12.664,16.740,0.257
15,126.200,4.909,1.765,3.055,4.000,5.811,9.124,10.660,14.621,25.378,0.204
20,153.600,4.438,1.485,3.060,3.860,4.925,7.194,8.599,13.490,18.752,0.225
25,125.200,4.818,1.518,3.161,4.073,5.652,8.310,9.803,13.619,17.679,0.208
30,124.000,5.031,1.347,3.245,4.334,6.379,8.785,9.658,11.300,18.541,0.199
35,131.800,5.086,1.476,3.146,4.271,6.537,8.859,9.991,11.842,50.900,0.197
40,173.600,3.817,1.319,2.602,3.337,3.968,6.585,8.608,10.995,15.624,0.262
45,172.600,3.553,1.210,2.570,3.238,3.873,5.251,6.830,8.998,17.435,0.281
50,146.200,4.311,1.607,2.553,3.393,5.236,7.485,9.382,13.410,27.179,0.232
55,199.400,3.300,1.407,2.330,2.906,3.488,4.907,7.497,10.057,17.367,0.303
