Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,6.400,2.541,1.336,1.761,2.513,3.108,3.689,4.016,6.002,6.002,0.394
5,10.600,1.930,1.191,1.566,1.733,2.063,2.827,3.413,4.005,4.005,0.518
10,10.800,1.953,1.137,1.571,1.803,2.197,2.848,3.060,3.452,3.452,0.512
15,11.600,1.799,1.138,1.523,1.649,1.900,2.669,2.925,3.875,3.875,0.556
20,11.400,1.795,1.202,1.425,1.629,1.955,2.418,2.574,3.966,3.966,0.557
25,14.000,1.857,1.087,1.436,1.644,2.027,3.009,3.312,4.179,4.179,0.538
30,12.800,1.881,1.050,1.439,1.605,1.986,3.096,3.205,6.106,6.106,0.532
35,15.200,1.670,1.144,1.355,1.540,1.729,2.228,2.937,3.716,3.716,0.599
40,14.600,1.521,1.041,1.262,1.407,1.728,1.937,2.079,3.451,3.451,0.657
45,14.400,1.869,1.277,1.575,1.761,1.974,2.195,2.974,4.069,4.069,0.535
50,14.200,1.881,1.304,1.597,1.762,1.936,2.219,3.350,3.973,3.973,0.531
55,12.000,1.995,1.347,1.548,1.745,2.100,3.086,4.075,5.739,5.739,0.501
