Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,8.400,2.093,1.031,1.598,1.880,2.564,2.968,3.010,5.232,5.232,0.478
5,17.000,1.571,0.948,1.224,1.330,1.555,2.146,2.701,8.139,8.139,0.636
10,17.400,1.393,0.835,1.207,1.326,1.493,1.625,1.691,3.093,3.093,0.718
15,20.000,1.305,0.873,1.167,1.285,1.416,1.512,1.792,2.558,2.558,0.766
20,19.800,1.299,0.934,1.176,1.243,1.378,1.505,1.653,3.868,3.868,0.770
25,16.400,1.310,0.916,1.173,1.289,1.405,1.507,1.581,2.315,2.315,0.764
30,21.000,1.344,0.916,1.162,1.286,1.393,1.548,1.704,2.030,5.577,0.744
35,21.000,1.313,0.860,1.154,1.269,1.440,1.596,1.698,2.224,2.274,0.761
40,19.600,1.310,0.828,1.140,1.229,1.361,1.547,1.695,5.207,5.207,0.764
45,14.200,1.366,0.887,1.152,1.247,1.425,1.748,2.112,3.750,3.750,0.732
50,16.000,1.422,0.923,1.121,1.280,1.429,1.728,2.305,6.581,6.581,0.703
55,23.400,1.160,0.819,1.051,1.140,1.263,1.385,1.441,1.576,1.640,0.862
