Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,98.400,6.415,2.282,3.808,4.862,7.545,11.109,12.752,26.730,91.201,0.156
5,128.800,4.731,1.994,3.245,4.108,5.023,8.453,9.616,11.067,19.812,0.211
10,134.600,4.915,2.264,3.289,4.285,5.422,8.444,9.732,14.494,18.549,0.203
15,128.200,5.218,1.541,3.227,4.319,5.509,9.016,11.679,18.849,26.090,0.192
20,110.200,5.857,2.222,3.595,4.939,7.894,9.843,10.450,12.545,23.518,0.171
25,120.000,5.410,1.634,3.452,4.407,5.885,9.125,10.572,15.743,112.097,0.185
30,126.600,5.139,1.582,3.236,4.265,5.592,9.136,11.024,15.837,23.384,0.195
35,117.000,5.581,2.194,3.400,4.474,6.982,9.836,10.932,14.420,60.634,0.179
40,108.800,6.210,2.029,3.898,5.275,7.954,10.633,12.086,16.238,20.071,0.161
45,122.600,5.274,1.634,3.475,4.494,6.001,8.759,11.210,14.266,29.205,0.190
50,149.400,4.373,2.126,3.137,3.888,4.773,6.780,8.706,10.932,16.746,0.229
55,116.000,5.522,1.681,3.405,4.539,7.465,9.837,10.683,12.175,17.700,0.181
