Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,181.200,1.189,0.616,0.780,0.916,1.340,1.692,2.226,3.984,29.481,0.841
5,168.800,1.101,0.602,0.736,1.044,1.336,1.536,1.697,2.299,9.736,0.909
10,149.200,1.152,0.632,0.777,1.110,1.407,1.662,1.787,2.445,8.100,0.868
15,176.400,1.042,0.610,0.705,0.802,1.384,1.612,1.763,1.967,4.380,0.960
20,169.400,1.092,0.627,0.726,0.819,1.456,1.696,1.813,2.087,10.305,0.916
25,163.800,1.082,0.622,0.732,0.811,1.465,1.782,1.824,2.055,3.203,0.925
30,169.800,1.053,0.604,0.734,0.824,1.392,1.696,1.783,2.041,3.455,0.950
35,155.000,1.149,0.602,0.721,1.262,1.490,1.658,1.773,1.977,5.308,0.870
40,156.200,1.117,0.602,0.702,0.816,1.548,1.720,1.799,2.027,13.689,0.896
45,173.800,1.071,0.595,0.685,0.840,1.478,1.620,1.737,1.876,2.661,0.934
50,162.600,1.101,0.581,0.741,1.060,1.329,1.507,1.670,2.181,6.036,0.909
55,152.200,1.242,0.580,0.753,1.320,1.565,1.719,1.786,1.933,4.927,0.805
