Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,283.000,3.522,0.289,1.171,2.410,4.598,7.465,9.330,17.488,31.676,0.284
5,382.000,2.603,0.285,0.805,1.903,3.351,5.572,7.107,13.110,27.230,0.384
10,397.000,2.511,0.263,0.779,1.788,3.296,6.001,6.925,10.133,28.530,0.398
15,389.800,2.557,0.249,0.719,1.834,3.333,6.115,6.924,14.324,32.449,0.391
20,397.200,2.509,0.233,0.731,1.747,3.268,5.913,7.122,13.150,29.992,0.398
25,357.600,2.789,0.210,0.788,1.873,3.764,6.472,7.533,12.373,29.228,0.359
30,360.200,2.769,0.212,0.772,1.816,3.562,6.414,7.774,13.350,49.791,0.361
35,429.600,2.321,0.248,0.781,1.669,2.934,5.005,6.090,11.464,29.570,0.431
40,427.800,2.331,0.242,0.782,1.697,2.992,4.811,5.910,10.934,67.420,0.429
45,399.400,2.493,0.222,0.881,1.890,3.237,5.167,6.606,11.219,19.265,0.401
50,305.800,3.264,0.261,1.153,2.085,4.416,7.003,9.239,15.289,25.537,0.306
55,364.400,2.732,0.234,0.921,1.905,3.380,5.879,7.691,12.726,26.039,0.366
