Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,11.200,1.640,0.371,0.754,0.928,1.888,3.032,5.442,12.687,12.687,0.610
5,13.200,0.792,0.353,0.477,0.596,0.970,1.181,1.771,2.881,2.881,1.263
10,11.400,0.851,0.357,0.470,0.600,0.819,1.018,2.372,9.100,9.100,1.175
15,14.200,0.814,0.364,0.444,0.648,0.918,1.228,2.372,4.425,4.425,1.228
20,9.600,0.757,0.351,0.493,0.655,0.876,1.051,1.165,3.659,3.659,1.321
25,15.400,0.608,0.331,0.433,0.494,0.745,1.040,1.228,1.582,1.582,1.644
30,13.000,0.660,0.376,0.433,0.482,0.838,0.990,1.103,3.281,3.281,1.514
35,14.400,0.867,0.356,0.453,0.553,0.981,1.315,1.806,8.758,8.758,1.154
40,9.400,0.827,0.403,0.447,0.571,1.041,1.239,1.304,5.905,5.905,1.210
45,14.000,0.786,0.346,0.432,0.483,0.840,1.014,1.054,12.870,12.870,1.272
50,14.400,0.600,0.368,0.445,0.499,0.771,0.903,1.070,1.595,1.595,1.667
55,17.800,0.524,0.305,0.387,0.417,0.582,0.892,0.929,1.345,1.345,1.907
