Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,14.600,9.562,5.597,6.061,6.596,13.255,16.340,16.731,26.548,26.548,0.105
5,16.400,9.753,5.467,5.799,11.389,12.502,13.319,13.787,14.123,14.123,0.103
10,17.000,8.651,5.544,5.936,6.550,11.941,12.790,13.486,17.963,17.963,0.116
15,17.000,8.369,5.569,5.849,6.041,12.463,14.151,14.594,16.299,16.299,0.119
20,14.800,10.825,5.560,6.125,12.353,12.689,13.904,15.042,15.423,15.423,0.092
25,12.800,10.094,5.616,5.874,12.409,14.571,14.937,15.063,16.004,16.004,0.099
30,17.600,7.190,5.615,5.870,6.024,6.473,12.339,13.202,15.149,15.149,0.139
35,13.400,8.448,5.628,5.872,6.082,12.330,14.852,15.004,15.498,15.498,0.118
40,15.800,8.986,5.405,5.867,6.373,12.592,14.513,14.741,15.425,15.425,0.111
45,13.600,9.652,5.446,5.742,11.480,13.185,14.141,14.591,18.902,18.902,0.104
50,19.000,8.127,5.358,5.806,6.277,10.372,12.210,14.415,17.943,17.943,0.123
55,14.400,9.526,5.390,5.736,11.433,12.578,13.820,14.239,14.637,14.637,0.105
