Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,10.200,1.783,1.196,1.481,1.669,2.019,2.152,2.817,3.851,3.851,0.561
5,11.200,1.727,1.027,1.452,1.552,1.851,2.243,3.305,3.846,3.846,0.579
10,11.600,1.825,0.895,1.450,1.624,1.968,3.013,3.319,3.524,3.524,0.548
15,8.200,2.024,1.359,1.706,1.948,2.169,2.586,2.901,3.508,3.508,0.494
20,10.400,1.813,1.220,1.497,1.756,2.207,2.374,2.546,2.688,2.688,0.552
25,12.200,1.670,1.185,1.481,1.593,1.793,2.087,2.295,2.551,2.551,0.599
30,12.200,1.769,1.126,1.458,1.611,1.874,2.579,3.250,3.587,3.587,0.565
35,10.000,1.863,0.921,1.424,1.585,1.879,2.993,3.485,6.482,6.482,0.537
40,11.000,1.650,1.134,1.296,1.648,1.898,2.211,2.332,3.023,3.023,0.606
45,8.600,2.158,1.230,1.642,1.911,2.336,3.619,3.849,4.412,4.412,0.463
50,10.000,2.036,1.209,1.610,1.804,2.002,3.620,3.890,4.152,4.152,0.491
55,10.400,1.914,1.343,1.655,1.880,2.079,2.325,2.522,3.198,3.198,0.523
