Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,5.400,2.132,0.553,0.859,1.903,2.681,3.697,3.847,8.714,8.714,0.469
5,9.800,1.090,0.545,0.636,0.868,1.221,1.735,2.456,4.779,4.779,0.917
10,11.600,0.923,0.445,0.580,0.737,1.141,1.321,1.706,2.825,2.825,1.084
15,13.400,0.885,0.434,0.570,0.646,1.094,1.317,1.481,5.603,5.603,1.129
20,14.200,0.999,0.381,0.479,0.625,1.074,1.366,3.952,6.855,6.855,1.001
25,9.800,0.763,0.465,0.550,0.622,1.010,1.124,1.208,1.640,1.640,1.311
30,12.600,0.655,0.366,0.475,0.511,0.807,0.960,1.083,2.902,2.902,1.526
35,17.200,0.761,0.324,0.429,0.468,0.651,0.972,1.083,16.401,16.401,1.314
40,17.200,0.717,0.330,0.419,0.475,0.838,1.171,1.422,5.884,5.884,1.395
45,16.200,0.565,0.319,0.404,0.464,0.751,0.896,0.959,1.205,1.205,1.771
50,21.600,0.469,0.298,0.375,0.404,0.454,0.776,0.836,0.986,1.092,2.134
55,14.600,0.503,0.323,0.387,0.422,0.529,0.826,0.957,1.189,1.189,1.989
