Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,105,105.000,2351,3490,6915,9532,12392,22335,28008,32801,35834
1,162,162.000,1170,2437,4624,6120,7319,11412,14516,30562,57701
2,233,233.000,609,1697,3032,4302,5891,8876,11291,16223,21353
3,207,207.000,619,1773,3560,4750,6368,9031,14804,22637,27196
4,334,334.000,653,1159,2301,2972,3601,5881,8458,15460,17874
5,254,254.000,569,1687,2561,3928,5407,8652,10291,19194,20387
6,256,256.000,535,1628,2636,3874,5634,8673,10034,19051,20391
7,201,201.000,746,1911,2962,5001,7396,9953,13234,20297,22223
8,253,253.000,542,1667,2301,3928,5713,8614,9432,17742,18671
9,226,226.000,459,1826,2684,4420,6554,9627,11231,17901,21049
10,267,267.000,490,1364,2802,3686,4584,7697,9670,19855,24165
11,264,264.000,506,1197,2559,3781,4557,8230,10440,19808,20129
12,213,213.000,505,1723,3232,4665,5776,10729,13040,18158,36915
13,255,255.000,443,1130,2579,3889,4740,8912,10894,17771,24088
14,246,246.000,527,1140,2590,4050,4418,8896,11946,20344,56614
15,192,192.000,549,2167,3118,5195,7622,11675,13833,22317,29276
16,259,259.000,527,1360,2668,3838,4613,8939,10996,14638,23560
17,203,203.000,517,1857,3167,4922,7304,11023,15470,19393,28175
18,288,288.000,840,1052,2660,3447,4134,7444,9025,18316,22284
19,228,228.000,519,1776,3066,4403,6051,9567,11342,19589,24419
20,261,261.000,496,1474,2425,3780,4723,8800,9943,16489,20252
21,298,298.000,468,1223,2455,3349,4088,7784,9202,17788,19035
22,230,230.000,561,1666,3047,4287,5731,8948,10399,16524,28734
23,299,299.000,499,1168,1977,3303,4488,7832,9180,13368,16799
24,230,230.000,609,1843,2899,4350,6189,9328,10319,17911,19303
25,194,194.000,979,2032,3076,5146,6913,9981,14065,24411,30069
26,351,351.000,482,1034,2189,2841,3636,6526,8497,11062,11360
27,259,259.000,504,1419,2756,3839,4639,8146,10054,17416,48673
28,175,175.000,503,1960,3986,5676,8113,10299,16625,24258,31472
29,212,212.000,439,1720,2598,4702,6772,9266,11341,20624,43789
30,216,216.000,590,1998,2422,4630,7456,9254,10522,16391,19888
31,192,192.000,952,2040,4619,5179,7784,9861,10654,18526,19554
32,244,244.000,586,1803,3081,4100,5649,8172,9341,18392,25231
33,224,224.000,523,1364,2697,4431,6298,9418,14698,20946,24094
34,215,215.000,648,1887,3036,4898,6904,9888,11849,20169,63943
35,245,245.000,474,1668,2537,3864,5607,8027,9906,17396,20822
36,234,234.000,520,1732,2487,4242,5486,9105,12946,20371,26220
37,254,254.000,433,1356,2777,3946,4943,9013,11647,18078,32287
38,280,280.000,486,1188,2300,3540,4417,8077,9324,16301,27699
39,240,240.000,486,1473,2774,4153,5527,8853,12611,19567,31318
40,342,342.000,453,1078,2295,2912,3775,6614,8412,10734,20753
41,385,385.000,469,1038,1507,2588,3583,4796,6597,13423,14509
42,323,323.000,454,1031,2433,3106,3916,7036,8341,11520,19159
43,191,191.000,872,1967,3089,5195,8038,10675,12263,21487,22364
44,194,194.000,482,1831,2705,5149,7905,10288,15228,18658,23385
45,177,177.000,795,1877,5210,5670,8030,11092,15871,20222,21039
46,326,326.000,476,1105,2223,3047,3937,6704,8043,11014,14406
47,231,231.000,455,1653,2428,4341,6596,9476,11296,18081,21593
48,290,290.000,404,1319,2552,3442,4120,7314,9910,18599,19349
49,189,189.000,801,1993,2914,5247,8368,10190,11436,18123,19134
50,381,381.000,394,888,1860,2616,3291,6789,7734,13397,18486
51,178,178.000,384,1941,3198,5624,7476,10790,19073,30717,33212
52,248,248.000,432,1361,2712,4031,4542,8906,12418,19171,47896
53,200,200.000,481,1885,3744,4975,6904,10495,13101,19744,29753
54,323,323.000,378,980,2232,3066,3785,6567,9247,18645,20616
55,199,199.000,436,1754,2993,5031,6615,11925,15850,24804,31419
56,197,197.000,789,2029,2797,5094,7202,10031,11638,20070,24128
57,341,341.000,377,937,1991,2889,3838,6710,7694,9607,15911
58,432,432.000,380,891,1478,2305,3276,4154,5651,10301,20029
59,327,327.000,372,982,1954,3043,3808,7210,8269,14111,21839
