Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,294.000,3.389,0.456,1.337,2.326,4.201,7.120,8.520,16.501,54.427,0.295
5,309.600,3.210,0.409,1.171,2.332,3.826,6.989,8.829,15.253,28.402,0.312
10,256.200,3.887,0.347,1.668,2.371,5.496,8.289,9.986,17.938,36.537,0.257
15,243.600,4.076,0.377,1.633,2.651,5.671,8.621,10.478,18.499,54.368,0.245
20,265.600,3.755,0.413,1.654,2.005,5.802,8.218,9.013,15.571,18.275,0.266
25,309.800,3.212,0.322,0.954,2.040,3.769,7.304,9.200,16.544,18.568,0.311
30,242.200,4.126,0.390,1.669,2.598,5.832,8.470,10.777,16.853,41.442,0.242
35,256.200,3.890,0.392,1.735,2.350,5.674,8.433,9.604,17.413,21.456,0.257
40,343.200,2.907,0.313,0.868,2.032,3.483,6.718,8.512,14.371,30.889,0.344
45,316.600,3.147,0.335,1.248,2.105,4.189,6.755,8.204,14.587,21.413,0.318
50,338.800,2.937,0.341,0.958,1.967,3.587,6.676,8.437,15.614,27.859,0.341
55,281.800,3.530,0.304,1.283,2.184,4.583,8.091,9.460,17.052,34.061,0.283
