Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,9.600,1.667,0.363,0.779,1.017,2.393,4.102,4.267,6.518,6.518,0.600
5,11.800,0.641,0.280,0.417,0.664,0.804,0.914,1.108,1.232,1.232,1.561
10,14.200,0.832,0.294,0.387,0.682,0.804,0.903,1.130,12.404,12.404,1.202
15,12.200,0.958,0.316,0.687,0.780,0.849,0.925,2.451,5.721,5.721,1.044
20,13.400,0.535,0.311,0.358,0.400,0.727,0.799,0.946,2.508,2.508,1.870
25,13.400,0.530,0.271,0.356,0.385,0.790,0.870,0.884,1.340,1.340,1.885
30,17.800,0.542,0.294,0.351,0.393,0.684,0.824,0.858,4.633,4.633,1.846
35,14.200,0.575,0.295,0.351,0.619,0.789,0.813,0.857,1.108,1.108,1.739
40,19.400,0.505,0.288,0.332,0.361,0.598,0.797,0.883,4.675,4.675,1.982
45,11.200,0.618,0.297,0.371,0.640,0.741,0.882,1.216,1.585,1.585,1.618
50,13.600,0.451,0.265,0.350,0.390,0.478,0.778,0.878,1.079,1.079,2.219
55,13.200,0.548,0.324,0.375,0.405,0.786,0.839,0.929,1.216,1.216,1.826
