Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,110,110.000,1821,4472,6921,9037,9991,13298,21872,58543,91067
1,194,194.000,1138,2177,3632,5138,6547,9320,16440,20703,28390
2,265,265.000,709,1356,2738,3719,4494,8167,9532,19512,26114
3,398,398.000,484,1001,2139,2497,3329,4139,7012,10505,16276
4,437,437.000,452,989,1559,2275,3258,4033,5011,8232,8668
5,403,403.000,407,913,1641,2470,3083,4017,7193,13044,47284
6,246,246.000,524,1397,2782,4048,4451,9623,13410,20399,22307
7,369,369.000,460,1005,1974,2694,3635,5464,7197,11388,18720
8,321,321.000,395,1081,2122,3105,3831,6805,8394,13907,37013
9,278,278.000,459,1358,2316,3576,4354,8442,11081,17196,18583
10,361,361.000,444,996,2186,2749,3465,4623,7382,16090,21447
11,438,438.000,463,935,1610,2276,3250,4046,4973,7989,19063
12,456,456.000,404,900,1904,2180,3147,3924,4370,7753,8328
13,447,447.000,397,907,1806,2224,2925,4056,7139,8019,9141
14,442,442.000,368,916,1366,2265,3284,4204,6585,9108,15148
15,415,415.000,419,912,1991,2392,3202,4094,7289,7872,15854
16,488,488.000,344,836,1412,2035,2923,3773,4127,7207,7814
17,491,491.000,355,833,1824,2026,3004,3665,3993,7107,7473
18,490,490.000,362,802,1779,2032,2947,3611,3896,7204,14976
19,444,444.000,382,865,1804,2246,3010,3842,6631,8862,15761
20,352,352.000,372,877,1942,2828,3389,6795,8250,16544,17681
21,390,390.000,337,877,1946,2553,3363,5498,7041,8846,15176
22,491,491.000,384,851,1355,2029,2942,3634,5009,7726,9790
23,469,469.000,380,884,1490,2125,3053,3890,4451,7514,9108
24,364,364.000,373,1054,2224,2751,3620,5876,6946,10685,13331
25,229,229.000,469,1585,2699,4327,5284,10399,14058,20805,28974
26,432,432.000,394,907,1682,2299,3347,4495,5678,8306,10926
27,461,461.000,384,851,1329,2160,3048,3936,6755,9128,16075
28,453,453.000,382,915,1364,2197,3254,4082,4707,7853,15438
29,454,454.000,367,871,1908,2199,3153,3972,4407,7840,15201
30,458,458.000,389,836,1782,2172,3056,3904,6739,8050,11503
31,338,338.000,372,940,2223,2956,3728,6924,7723,11701,15170
32,417,417.000,380,926,1946,2385,3127,4094,7091,8413,20124
33,461,461.000,331,902,1907,2161,3037,3746,6766,7255,9994
34,440,440.000,324,869,1725,2265,2885,5117,7121,9199,11750
35,431,431.000,365,858,1790,2321,3172,4659,6529,8268,10178
36,438,438.000,367,902,1920,2268,3242,4057,4923,7732,13714
37,362,362.000,376,986,2237,2744,3484,4265,7383,19746,41611
38,388,388.000,378,902,1972,2626,3429,5032,7243,12162,30685
39,437,437.000,329,844,1949,2227,3062,3890,6722,7345,10442
40,498,498.000,356,806,1739,2003,2908,3636,4194,7020,7255
41,465,465.000,306,823,1401,2142,3045,3803,5990,7530,30399
42,505,505.000,374,810,1486,1973,2888,3603,3949,6823,26540
43,397,397.000,340,869,1768,2512,3256,5767,7274,13885,17718
44,392,392.000,309,864,1815,2538,3271,5129,6778,15298,29543
45,433,433.000,343,835,1837,2301,3042,3766,6241,14890,28161
46,435,435.000,355,845,1893,2299,3092,4153,6584,8679,16689
47,446,446.000,351,888,1772,2223,3170,3893,5803,7706,20427
48,411,411.000,361,926,1404,2426,3493,5384,6293,11246,11595
49,393,393.000,330,844,1844,2542,2907,5869,7209,18277,27792
50,516,516.000,350,786,1403,1926,2782,3564,4329,6911,10384
51,488,488.000,338,785,1498,2044,2904,3718,6450,8305,9203
52,457,457.000,342,811,1773,2184,3059,3851,6303,7253,23106
53,442,442.000,344,802,1657,2261,3202,4179,6566,8530,19959
54,464,464.000,349,863,1572,2135,2876,3736,4456,8481,25252
55,484,484.000,344,832,1347,2056,2988,3734,4261,7631,23866
56,473,473.000,356,826,1841,2109,2845,3719,6411,7194,21167
57,505,505.000,334,810,1411,1973,2810,3534,3947,7505,27442
58,513,513.000,343,798,1321,1979,2783,3640,4285,7232,23055
59,467,467.000,388,823,1286,2082,2934,4017,6563,7298,7766
