Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,6.200,2.231,0.519,0.841,1.409,3.476,4.863,6.020,6.411,6.411,0.448
5,8.400,0.870,0.439,0.600,0.771,0.957,1.213,2.113,2.615,2.615,1.150
10,9.600,0.793,0.435,0.521,0.573,0.753,1.247,1.310,4.332,4.332,1.262
15,9.400,1.016,0.436,0.492,0.871,1.128,1.282,1.325,9.464,9.464,0.984
20,9.600,0.943,0.418,0.501,0.599,1.135,1.397,1.723,6.394,6.394,1.061
25,13.200,0.673,0.348,0.439,0.492,0.973,1.296,1.358,1.508,1.508,1.486
30,12.000,0.623,0.362,0.430,0.461,0.836,1.154,1.380,1.776,1.776,1.606
35,11.800,0.534,0.360,0.427,0.450,0.512,0.901,1.050,1.159,1.159,1.874
40,15.600,0.575,0.359,0.407,0.425,0.478,0.872,1.031,6.730,6.730,1.740
45,13.800,0.650,0.383,0.414,0.447,0.674,0.980,1.114,6.630,6.630,1.537
50,11.800,0.598,0.362,0.426,0.479,0.805,0.959,1.100,1.411,1.411,1.672
55,11.000,0.527,0.358,0.411,0.433,0.506,0.816,1.252,1.338,1.338,1.896
