Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,355.400,2.802,0.372,0.969,1.967,3.526,6.209,7.332,12.906,20.792,0.357
5,497.600,2.002,0.343,0.780,1.553,2.792,3.498,6.143,7.410,15.011,0.500
10,453.600,2.195,0.347,0.821,1.798,2.925,3.819,6.440,8.495,21.638,0.456
15,417.400,2.385,0.365,0.897,1.894,3.152,4.239,6.930,9.184,19.678,0.419
20,361.000,2.762,0.343,0.949,2.012,3.477,6.360,7.789,10.586,21.186,0.362
25,361.600,2.758,0.363,0.910,2.036,3.371,6.282,7.637,15.293,18.891,0.363
30,454.400,2.194,0.319,0.851,1.802,3.050,3.874,6.649,7.824,17.296,0.456
35,473.400,2.107,0.336,0.824,1.727,2.953,3.709,5.910,8.100,17.765,0.475
40,483.000,2.065,0.330,0.806,1.723,2.847,3.659,6.398,7.358,15.813,0.484
45,474.600,2.103,0.318,0.804,1.740,2.824,3.660,6.371,8.170,16.018,0.476
50,394.000,2.527,0.335,0.924,1.943,3.359,5.022,6.858,9.890,18.804,0.396
55,388.000,2.566,0.333,0.963,2.109,3.462,4.808,6.968,9.812,20.762,0.390
