Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,166.400,3.658,1.251,2.342,2.998,4.480,6.303,7.454,11.459,19.645,0.273
5,240.200,2.717,1.275,1.958,2.491,3.006,4.122,5.217,6.562,12.490,0.368
10,230.400,2.836,1.145,1.984,2.506,3.012,4.701,5.739,7.687,15.223,0.353
15,245.200,2.580,1.119,1.896,2.423,2.897,3.295,4.937,6.364,15.406,0.388
20,259.800,2.464,0.939,1.899,2.384,2.830,3.139,3.398,6.294,16.551,0.406
25,244.600,2.624,1.109,1.946,2.446,2.915,3.461,5.161,6.573,8.405,0.381
30,255.000,2.530,1.067,1.975,2.414,2.913,3.258,3.431,6.033,19.671,0.395
35,234.800,2.728,1.144,2.097,2.605,3.145,3.468,4.008,6.829,8.965,0.367
40,235.600,2.705,1.050,2.063,2.526,3.040,3.421,3.981,8.152,9.871,0.370
45,241.000,2.699,1.078,2.104,2.618,3.067,3.468,3.841,6.513,9.586,0.370
50,195.800,3.275,1.192,2.207,2.881,3.496,5.391,6.546,8.684,15.331,0.305
55,246.400,2.656,0.988,2.047,2.537,3.046,3.386,3.738,6.833,9.995,0.377
