Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,77,77.000,2506,5283,8371,13120,14909,25278,39017,121531,121531
1,140,140.000,2137,3018,6659,7035,9754,11747,12910,22884,44087
2,149,149.000,1259,2800,3762,6686,9261,12336,20592,23825,27134
3,177,177.000,687,2404,3839,5607,8049,11091,13652,23049,27506
4,337,337.000,562,1378,2055,2969,4281,5327,6409,9488,12564
5,335,335.000,494,1312,2403,2950,4146,5488,7247,9093,12532
6,277,277.000,474,1369,2779,3597,4627,8198,9942,12004,15009
7,284,284.000,489,1279,2525,3493,4478,7936,8937,17020,28949
8,291,291.000,478,1235,2852,3426,4451,7857,8666,12713,13527
9,235,235.000,539,1964,2375,4241,6508,8667,9666,16365,20910
10,154,154.000,899,2414,5620,6500,9927,11854,14831,28708,35049
11,246,246.000,529,1350,3302,4019,4897,9058,10607,20297,22280
12,373,373.000,425,1170,1928,2663,3867,4928,5571,8460,10206
13,312,312.000,452,1192,2772,3203,4370,6363,7843,11650,15465
14,271,271.000,471,1353,2611,3657,4704,7090,10188,20686,38114
15,263,263.000,440,1325,2747,3804,4886,8797,10195,15513,18477
16,259,259.000,475,1527,2665,3816,5303,8152,10709,15906,16359
17,286,286.000,508,1253,2652,3477,4815,7102,9004,17761,18863
18,206,206.000,469,2084,3616,4838,7208,9722,10695,18214,20734
19,254,254.000,378,1306,2854,3914,5304,8921,9942,16320,19058
20,243,243.000,445,1535,2820,4094,5184,9603,11688,17468,19651
21,177,177.000,421,2129,3331,5630,8269,11308,15546,26506,31979
22,307,307.000,368,1248,2641,3245,4420,6043,8054,14194,16157
23,352,352.000,436,1164,1630,2822,4098,5404,7097,11671,16807
24,246,246.000,432,1806,2864,4055,5824,8424,9438,15972,26823
25,181,181.000,941,2204,4139,5496,7344,10546,12629,21255,62355
26,357,357.000,407,1139,2450,2800,3923,5274,7190,8730,15119
27,361,361.000,427,1125,2446,2755,3986,4695,5760,8763,17794
28,356,356.000,394,1125,1848,2791,4047,5059,7189,9790,16927
29,374,374.000,334,1105,1794,2665,3633,4992,7450,9389,16218
30,377,377.000,391,1123,1660,2653,3879,5087,6928,8116,11181
31,268,268.000,439,1418,2694,3712,4949,8047,9351,13793,17107
32,269,269.000,407,1232,2910,3693,4748,7513,10327,17801,22194
33,301,301.000,437,1123,2700,3317,4272,7010,8091,14009,20859
34,317,317.000,331,1111,2617,3166,4055,7213,8684,13007,21126
35,226,226.000,443,1822,3078,4394,5891,9772,10860,20360,20969
36,359,359.000,387,1076,2355,2762,3861,5152,7311,9434,19211
37,302,302.000,399,1135,2571,3312,4617,7057,8442,9661,15806
38,236,236.000,382,1155,2978,4210,5558,9150,11393,24679,25351
39,352,352.000,362,1136,2109,2834,3976,5332,7107,10678,18886
40,325,325.000,343,1218,2198,3074,4304,6262,7913,9972,17082
41,244,244.000,418,1265,2800,4071,5079,8712,10757,17552,19718
42,314,314.000,405,1204,2781,3177,4266,5277,8476,13201,19830
43,120,120.000,997,3065,6793,8338,13039,16500,19800,29694,36110
44,170,170.000,1220,2417,3898,5841,8424,11424,15721,20150,21849
45,221,221.000,397,1609,3184,4542,5331,8751,11020,19675,68246
46,184,184.000,449,2103,3757,5376,6883,13007,15015,23270,24280
47,301,301.000,373,1209,2699,3331,4341,6998,8857,12850,24566
48,277,277.000,407,1200,2846,3576,4642,7424,9673,16397,18541
49,374,374.000,375,1066,1991,2670,3750,5025,7295,9194,16972
50,366,366.000,384,1092,2046,2722,3871,4984,7158,9234,17089
51,323,323.000,392,1114,2356,3085,4024,5260,7208,8520,90706
52,315,315.000,404,1120,2712,3163,4231,7149,8316,10840,18009
53,233,233.000,440,1416,2834,4283,5589,9258,10901,18664,22638
54,292,292.000,426,1122,2621,3415,4669,7211,8937,16639,18490
55,329,329.000,417,1144,2639,3037,4127,5971,7507,10638,17561
56,407,407.000,359,1020,1384,2443,3614,4578,6828,7446,14158
57,370,370.000,387,1038,2268,2698,3599,4813,7191,11973,15206
58,418,418.000,356,1044,1682,2380,3458,4441,4998,7363,7905
59,222,222.000,424,1957,3009,4485,7038,8611,9674,15989,20295
