Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,97.600,6.114,2.364,3.672,4.994,7.921,10.450,12.113,17.464,34.023,0.164
5,151.800,4.319,1.673,3.017,3.818,4.713,6.987,8.913,11.080,17.351,0.232
10,148.200,4.545,1.792,3.066,4.020,4.906,7.607,9.015,9.942,97.543,0.220
15,176.400,3.795,1.677,2.951,3.631,4.303,4.786,5.533,9.918,12.469,0.264
20,150.400,4.369,2.147,3.053,3.873,4.801,7.256,9.111,10.052,12.154,0.229
25,161.800,4.169,1.512,3.000,3.816,4.598,6.445,8.187,10.993,13.259,0.240
30,152.200,4.255,1.533,2.977,3.796,4.736,6.990,8.651,10.176,18.152,0.235
35,184.400,3.591,1.443,2.896,3.507,4.219,4.691,4.892,5.895,11.054,0.278
40,149.000,4.280,1.523,3.024,3.823,4.654,6.504,8.987,11.062,19.672,0.234
45,149.200,4.354,1.560,2.990,3.801,4.647,7.477,9.777,12.224,20.936,0.230
50,178.800,3.749,1.512,2.908,3.584,4.320,4.790,5.163,9.458,12.580,0.267
55,161.200,4.077,1.630,3.021,3.832,4.556,5.495,7.354,10.203,11.625,0.245
