Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,10.400,1.602,0.379,0.546,1.018,2.071,3.516,5.006,8.432,8.432,0.624
5,15.000,0.625,0.354,0.410,0.454,0.670,0.911,1.609,3.029,3.029,1.600
10,12.200,1.158,0.317,0.435,0.521,0.928,1.395,4.079,11.176,11.176,0.863
15,11.800,0.869,0.287,0.367,0.435,0.791,1.244,4.044,9.212,9.212,1.151
20,17.600,0.624,0.283,0.361,0.404,0.578,0.887,1.126,5.875,5.875,1.603
25,18.600,0.384,0.269,0.326,0.357,0.389,0.463,0.602,0.862,0.862,2.607
30,20.000,0.589,0.257,0.310,0.336,0.392,0.789,0.892,11.868,11.868,1.699
35,16.200,0.489,0.269,0.316,0.336,0.648,0.830,0.979,2.226,2.226,2.047
40,17.200,0.422,0.248,0.291,0.318,0.370,0.685,0.805,4.752,4.752,2.372
45,15.000,0.429,0.264,0.316,0.384,0.485,0.704,0.787,0.857,0.857,2.328
50,20.000,0.532,0.237,0.307,0.343,0.435,0.785,0.954,11.399,11.399,1.879
55,16.600,0.425,0.280,0.329,0.368,0.415,0.651,0.674,1.825,1.825,2.352
