Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.600,1.366,0.858,1.145,1.258,1.566,1.779,2.163,2.447,2.447,0.732
5,17.600,1.378,0.900,1.147,1.275,1.479,1.893,2.150,2.912,2.912,0.726
10,18.800,1.421,0.808,1.116,1.266,1.454,1.864,2.372,6.988,6.988,0.704
15,18.200,1.430,0.863,1.131,1.273,1.693,2.005,2.233,2.796,2.796,0.699
20,15.800,1.388,0.764,1.129,1.307,1.474,1.902,2.151,3.336,3.336,0.720
25,19.800,1.507,0.812,1.177,1.312,1.688,2.385,2.585,3.219,3.219,0.663
30,15.200,1.723,0.934,1.208,1.394,1.795,2.568,3.886,7.002,7.002,0.581
35,7.200,2.221,1.170,1.537,1.734,2.874,3.704,4.271,4.723,4.723,0.450
40,11.200,1.783,1.047,1.565,1.746,2.000,2.244,2.652,3.141,3.141,0.561
45,14.800,1.604,1.041,1.355,1.477,1.668,2.369,2.855,2.952,2.952,0.624
50,10.200,2.387,1.066,1.345,1.531,2.665,4.228,7.584,11.235,11.235,0.419
55,16.200,1.590,1.119,1.353,1.509,1.597,2.041,2.455,3.453,3.453,0.629
