Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,12.400,1.806,0.934,1.294,1.568,1.812,2.343,2.802,8.270,8.270,0.554
5,15.600,1.456,0.913,1.197,1.356,1.645,2.015,2.181,3.183,3.183,0.687
10,19.200,1.407,0.738,1.121,1.251,1.535,2.029,2.535,3.294,3.294,0.711
15,16.600,1.551,0.927,1.220,1.354,1.801,2.171,2.498,2.951,2.951,0.645
20,15.200,1.407,0.885,1.165,1.282,1.536,1.937,2.289,2.934,2.934,0.711
25,18.200,1.314,0.736,1.077,1.237,1.426,1.815,2.123,2.419,2.419,0.761
30,13.600,1.394,1.002,1.128,1.332,1.539,1.776,2.006,3.100,3.100,0.717
35,15.000,1.376,0.869,1.114,1.291,1.553,1.798,2.369,2.584,2.584,0.727
40,14.800,1.574,0.912,1.184,1.300,1.844,2.386,2.903,3.309,3.309,0.635
45,15.400,1.552,0.946,1.193,1.309,1.717,2.540,2.928,3.354,3.354,0.644
50,18.800,1.410,0.912,1.070,1.282,1.618,1.969,2.517,3.364,3.364,0.709
55,13.000,1.684,0.942,1.243,1.429,2.073,2.386,2.696,3.447,3.447,0.594
