Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,178.800,3.540,1.087,2.351,2.999,3.960,5.781,7.124,10.069,30.589,0.282
5,195.000,3.271,1.137,2.293,2.853,3.434,5.021,6.814,10.340,24.740,0.306
10,179.200,3.558,1.085,2.305,2.982,3.687,6.065,7.730,11.926,22.485,0.281
15,158.600,4.026,1.316,2.661,3.416,4.535,6.545,8.063,13.395,24.789,0.248
20,144.400,4.561,1.737,2.933,3.742,5.498,7.852,9.620,13.578,24.416,0.219
25,131.400,5.135,1.263,3.104,4.240,6.429,9.016,10.640,13.379,22.977,0.195
30,157.800,4.124,1.269,2.721,3.530,4.539,6.779,8.565,13.648,17.530,0.242
35,173.000,3.663,1.559,2.638,3.301,4.028,5.352,7.470,10.445,13.228,0.273
40,194.600,3.288,1.372,2.449,3.081,3.725,4.405,5.549,8.413,10.243,0.304
45,199.800,3.284,1.648,2.399,3.035,3.595,4.177,6.317,9.013,12.328,0.305
50,149.200,4.488,1.566,2.782,3.673,5.765,7.891,9.120,11.284,20.676,0.223
55,203.400,3.084,1.332,2.285,2.832,3.431,3.841,6.016,8.682,10.364,0.324
