Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,14.200,1.211,0.309,0.548,0.853,1.441,2.160,3.479,5.917,5.917,0.826
5,19.400,0.522,0.312,0.361,0.398,0.477,0.831,0.988,2.734,2.734,1.914
10,16.400,0.593,0.296,0.365,0.413,0.550,0.795,0.883,4.266,4.266,1.685
15,20.400,0.391,0.293,0.341,0.370,0.411,0.446,0.503,0.803,1.020,2.556
20,18.200,0.407,0.301,0.350,0.374,0.404,0.474,0.802,0.929,0.929,2.456
25,19.400,0.501,0.276,0.345,0.369,0.404,0.479,0.713,10.585,10.585,1.998
30,19.000,0.467,0.301,0.351,0.372,0.432,0.780,0.824,2.200,2.200,2.141
35,20.000,0.405,0.279,0.342,0.365,0.389,0.590,0.790,0.930,0.930,2.468
40,22.800,0.406,0.299,0.350,0.373,0.410,0.483,0.718,0.822,0.904,2.461
45,19.400,0.394,0.284,0.344,0.361,0.410,0.474,0.681,0.811,0.811,2.539
50,22.600,0.368,0.275,0.333,0.351,0.395,0.438,0.470,0.577,0.663,2.721
55,20.200,0.364,0.267,0.328,0.339,0.366,0.427,0.454,0.784,0.789,2.749
