Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,169,169.000,1212,2334,4218,5892,6693,10310,18299,32453,33623
1,145,145.000,1798,3130,5340,6823,8563,12225,18181,29318,31483
2,182,182.000,1025,2313,4005,5473,7983,10452,12123,19090,22597
3,317,317.000,517,1216,2247,3114,3750,6475,7812,13827,20065
4,315,315.000,402,1307,2423,3172,4239,6773,8053,11060,19633
5,268,268.000,499,1475,2302,3703,4861,8079,9158,16799,44113
6,270,270.000,379,1217,2457,3700,4665,7995,10194,18913,53308
7,337,337.000,437,1077,2230,2950,3529,5955,8514,15074,18440
8,319,319.000,437,1120,2216,3090,3788,6765,8590,15431,20562
9,284,284.000,619,1506,2423,3501,4472,7534,8566,18016,25378
10,343,343.000,439,988,2287,2897,3551,6473,7946,12843,19076
11,330,330.000,406,966,2064,3018,3646,7007,8912,16053,21135
12,371,371.000,452,977,2141,2683,3378,4570,7265,14073,16265
13,458,458.000,399,913,1397,2168,3031,3907,7019,8519,10672
14,324,324.000,438,951,2166,3065,3740,7032,8223,17180,19325
15,300,300.000,456,1169,2473,3312,4146,7582,9697,13994,17759
16,326,326.000,497,1131,2249,3057,3851,5501,9072,11470,28252
17,348,348.000,384,911,2090,2860,3539,7054,8884,17331,22375
18,220,220.000,523,1875,2610,4502,6452,9434,10951,19813,47048
19,271,271.000,486,1158,2434,3683,4395,8068,9570,19397,40184
20,323,323.000,447,1064,2339,3064,3847,6474,9197,13490,18529
21,306,306.000,517,1183,2668,3242,4410,6423,8123,11742,14965
22,413,413.000,407,1000,1764,2412,3508,4357,5225,8488,15391
23,331,331.000,396,1017,2510,2999,4121,6029,8034,11613,16004
24,242,242.000,487,1756,2850,4113,5660,8306,9992,18752,21787
25,323,323.000,411,1020,2253,3096,3839,7119,8684,14741,20011
26,305,305.000,380,1066,2046,3258,3838,7041,8740,17679,36322
27,235,235.000,428,1573,2778,4198,5152,9326,10804,26478,29325
28,271,271.000,463,1228,2592,3670,4202,7371,9904,20553,47301
29,296,296.000,458,1065,2348,3361,4397,7911,9191,13345,16882
30,287,287.000,452,1098,2445,3481,4399,8180,9617,17598,17926
31,225,225.000,490,1795,2896,4411,6163,8985,12546,18700,20193
32,312,312.000,426,1107,2137,3211,4303,7444,8872,15379,16834
33,277,277.000,464,1307,2368,3581,4629,8217,9059,17718,18541
34,317,317.000,501,1076,2330,3150,3876,7503,9077,12571,19893
35,201,201.000,450,1911,2775,4990,7699,9896,15710,18946,22174
36,227,227.000,467,1726,2585,4366,6821,9534,11168,17781,18948
37,295,295.000,410,1058,2601,3383,4344,6624,9626,14220,50900
38,374,374.000,420,999,2237,2660,3737,4717,7475,10065,20525
39,296,296.000,414,978,2283,3382,4499,7532,9461,18740,19284
40,430,430.000,413,911,1666,2306,3294,4141,7385,7875,8352
41,421,421.000,374,906,2000,2373,3386,4178,6590,9715,21309
42,265,265.000,447,1001,2372,3758,5307,8866,9995,15560,18153
43,417,417.000,380,858,1899,2396,3291,4283,7433,9588,15624
44,381,381.000,392,881,2000,2625,3379,6104,7854,9488,17912
45,434,434.000,405,895,1963,2284,3146,4174,6466,8221,9233
46,401,401.000,377,891,1916,2486,3437,4704,7090,9270,15671
47,445,445.000,356,885,1793,2246,3145,3850,6793,8595,16108
48,370,370.000,383,919,1805,2687,3366,5722,7990,16939,19529
49,306,306.000,412,1067,2104,3251,3947,7134,8411,17319,22962
50,264,264.000,443,1466,2279,3779,5086,7525,10458,18962,19551
51,166,166.000,578,2108,4214,6020,8374,12239,18576,25806,27179
52,431,431.000,366,875,1858,2306,3077,4377,6572,8602,16609
53,389,389.000,343,871,2023,2568,3252,6041,7212,10530,15104
54,371,371.000,353,874,1794,2681,3378,6517,7783,14352,15681
55,361,361.000,325,861,2004,2793,3164,6741,9146,15727,17585
56,410,410.000,351,823,1930,2409,3106,4930,6877,9191,16487
57,436,436.000,348,854,1833,2283,3031,3787,6568,9776,18424
58,445,445.000,335,803,1777,2242,2959,4060,6586,9752,14494
59,537,537.000,335,747,1390,1841,2786,3407,3699,6326,6830
