Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,294.000,3.389,0.477,1.305,2.576,4.268,7.284,9.254,15.956,50.755,0.295
5,366.400,2.719,0.387,1.006,2.113,3.563,5.352,7.874,10.068,18.770,0.368
10,404.400,2.463,0.357,0.926,1.920,3.277,4.300,7.515,9.343,27.005,0.406
15,463.800,2.146,0.360,0.853,1.778,2.951,3.808,6.450,7.910,17.385,0.466
20,461.800,2.156,0.339,0.837,1.655,2.969,3.815,6.393,7.751,15.394,0.464
25,445.200,2.240,0.305,0.813,1.731,2.936,4.740,6.419,8.544,17.658,0.446
30,500.200,1.994,0.281,0.758,1.571,2.761,3.483,6.062,7.575,16.122,0.502
35,454.800,2.193,0.295,0.762,1.671,2.847,4.588,6.102,12.429,21.038,0.456
40,559.600,1.781,0.280,0.739,1.306,2.525,3.196,3.975,6.388,12.819,0.561
45,458.600,2.174,0.263,0.746,1.743,2.785,4.480,6.199,9.980,20.089,0.460
50,540.200,1.845,0.290,0.737,1.559,2.670,3.335,4.456,6.366,12.478,0.542
55,502.200,1.978,0.307,0.737,1.633,2.730,3.469,5.855,7.497,16.057,0.506
