Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,130.200,4.623,1.455,2.982,4.262,5.990,7.497,8.259,10.544,19.080,0.216
5,159.800,4.012,1.470,2.513,3.605,5.393,6.583,7.359,8.206,9.010,0.249
10,166.400,3.857,1.433,2.289,3.153,5.277,6.885,7.570,8.734,12.748,0.259
15,136.600,4.737,1.343,3.505,4.671,5.996,6.708,7.201,8.524,17.069,0.211
20,179.200,3.631,1.493,2.208,2.962,4.653,6.627,7.475,8.779,17.976,0.275
25,193.800,3.438,0.989,2.207,2.849,4.155,6.274,7.312,8.644,10.072,0.291
30,197.800,3.382,1.214,2.129,2.915,4.176,5.943,6.722,8.426,9.605,0.296
35,170.400,3.808,1.162,2.188,3.076,5.110,7.106,7.910,8.929,9.789,0.263
40,201.600,3.220,1.219,2.080,2.718,3.363,5.875,6.935,8.298,10.565,0.311
45,145.400,4.521,1.473,3.152,4.437,5.685,6.693,7.439,8.747,11.142,0.221
50,195.200,3.294,1.161,2.293,2.849,3.501,5.325,7.143,9.602,12.615,0.304
55,166.600,3.915,1.160,2.516,3.213,4.615,7.335,8.281,9.824,12.437,0.255
