Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,7.800,2.438,1.499,1.839,2.250,2.812,3.635,4.288,4.312,4.312,0.410
5,15.400,1.579,1.100,1.362,1.592,1.748,1.870,2.077,2.392,2.392,0.633
10,13.200,1.703,1.051,1.388,1.537,1.769,2.831,3.413,3.838,3.838,0.587
15,10.200,1.897,1.312,1.497,1.780,2.142,2.360,3.296,4.098,4.098,0.527
20,8.800,2.591,1.185,1.628,2.068,3.211,5.055,5.088,7.479,7.479,0.386
25,11.200,1.813,1.176,1.474,1.726,2.048,2.335,3.139,3.645,3.645,0.552
30,9.800,1.803,1.215,1.587,1.785,1.925,2.235,2.894,3.217,3.217,0.555
35,10.800,1.777,1.113,1.511,1.641,1.849,2.030,3.311,4.383,4.383,0.563
40,9.800,2.340,1.167,1.476,2.029,2.727,4.104,4.546,5.194,5.194,0.427
45,11.600,1.902,1.327,1.636,1.805,2.117,2.267,2.510,4.282,4.282,0.526
50,15.200,1.910,1.329,1.668,1.826,2.060,2.386,2.652,3.831,3.831,0.524
55,10.000,2.211,1.361,1.634,2.101,2.589,3.249,3.803,4.129,4.129,0.452
