Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,7.600,1.800,0.544,0.760,0.977,2.157,5.180,5.582,8.068,8.068,0.556
5,13.000,0.853,0.438,0.523,0.606,1.039,1.812,1.885,2.780,2.780,1.173
10,15.800,0.796,0.395,0.484,0.585,0.963,1.279,1.763,4.854,4.854,1.256
15,9.600,0.868,0.392,0.454,0.528,0.947,1.334,1.869,5.054,5.054,1.153
20,9.600,0.910,0.342,0.479,0.867,1.156,1.379,1.425,4.635,4.635,1.099
25,10.800,0.675,0.373,0.464,0.557,0.821,1.106,1.394,1.500,1.500,1.482
30,8.800,0.652,0.402,0.440,0.497,0.862,1.164,1.212,2.165,2.165,1.535
35,11.800,0.833,0.331,0.438,0.518,1.003,1.742,2.304,3.079,3.079,1.201
40,8.000,0.968,0.394,0.507,0.618,1.186,1.670,2.929,4.600,4.600,1.033
45,12.600,0.742,0.376,0.416,0.500,0.868,1.100,1.195,6.854,6.854,1.347
50,11.600,0.528,0.352,0.402,0.425,0.476,0.900,1.090,2.949,2.949,1.892
55,9.800,0.702,0.379,0.405,0.532,0.923,1.147,1.171,2.171,2.171,1.424
