Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,112,112.000,2157,3940,8107,8897,11174,14962,22959,37895,39548
1,156,156.000,1065,2728,4319,6384,9117,11333,12188,24074,26767
2,178,178.000,1154,2509,4805,5587,8076,10563,12513,20087,20682
3,206,206.000,1071,2018,3172,4825,5425,8897,12242,18351,87974
4,235,235.000,981,2002,2852,4250,5666,8736,10726,18217,20015
5,251,251.000,463,1475,2905,3953,4541,8649,10772,21197,23682
6,291,291.000,412,1227,2633,3437,4469,7801,9074,15180,20616
7,234,234.000,517,1629,3004,4261,5946,8509,9439,16933,21553
8,180,180.000,939,2207,3294,5519,8088,11230,14747,20293,20577
9,221,221.000,523,1940,2589,4507,6246,9742,15788,18494,19699
10,242,242.000,494,1979,2679,4119,5983,8826,10183,17171,21901
11,255,255.000,411,1198,2559,3900,4800,9204,11108,18334,21405
12,215,215.000,442,1932,2837,4627,6526,9937,15447,18744,30356
13,291,291.000,484,1221,2517,3434,4775,7592,9090,11879,16397
14,221,221.000,460,1828,2428,4507,6827,9766,11570,19649,20780
15,270,270.000,454,1316,2700,3704,4727,8400,9978,15764,20001
16,201,201.000,627,2018,4049,4914,7286,9099,9763,16957,23658
17,241,241.000,472,1814,2763,4149,6447,8613,9662,15498,17757
18,211,211.000,471,1944,2582,4720,7227,9759,11040,18127,19683
19,328,328.000,445,1182,2380,3046,3931,7290,8077,9622,15924
20,196,196.000,962,1961,5166,5094,7382,9393,9881,16853,17389
21,268,268.000,411,1262,2462,3690,5072,8297,9605,16495,19502
22,331,331.000,348,1108,2574,3022,3927,4969,8753,15952,19306
23,251,251.000,452,1786,2483,3963,5267,8239,9901,16272,16925
24,256,256.000,436,1233,2663,3884,4832,9429,11594,14583,18071
25,327,327.000,416,1095,2405,3052,3968,6589,8374,13667,19468
26,259,259.000,432,1214,2798,3853,4890,8382,10039,17056,19441
27,217,217.000,641,2011,2762,4668,6827,10846,11839,17960,19682
28,230,230.000,495,1918,2239,4314,6534,9085,9901,16249,17063
29,189,189.000,802,2091,4755,5236,7686,9670,12378,17723,22326
30,166,166.000,824,2008,4897,5988,8130,9856,16034,21517,107973
31,211,211.000,460,1978,2839,4698,6515,9714,12815,18799,32046
32,264,264.000,415,1232,2429,3796,4722,8864,11238,17443,18065
33,286,286.000,399,1129,2475,3520,4040,8493,10311,18141,22715
34,247,247.000,385,1248,2694,3993,5383,8897,11010,18085,19173
35,181,181.000,1033,2152,3884,5501,8378,10247,12257,18511,20306
36,259,259.000,418,1730,2590,3847,5306,8202,9343,16105,16432
37,197,197.000,948,1975,2461,5060,7592,9862,15755,16947,18542
38,244,244.000,362,1809,2499,4089,6595,8721,9679,15984,18517
39,241,241.000,485,1819,2435,4146,5928,9202,11052,17792,18264
40,194,194.000,435,2163,3489,5166,7935,10441,11619,17069,18227
41,236,236.000,409,1986,2559,4251,6200,8988,11454,16700,22473
42,286,286.000,419,1171,2525,3447,4662,7402,8592,12208,16310
43,218,218.000,456,1815,2587,4591,7532,10034,10796,15729,17108
44,179,179.000,1059,2148,4759,5559,8522,10932,13672,16697,17148
45,230,230.000,463,1880,2479,4347,6603,9095,11667,16419,16564
46,226,226.000,416,1935,2488,4393,6738,9049,10018,16212,16304
47,385,385.000,388,1045,1801,2590,3665,5032,6888,9815,14210
48,224,224.000,503,1901,2888,4477,7094,9138,10363,16957,18127
49,314,314.000,325,1134,2261,3169,4177,7089,8837,15710,17914
50,254,254.000,376,1174,2860,3921,5199,8714,9853,15881,19371
51,193,193.000,776,2001,4520,5180,7775,9785,15317,18984,19992
52,266,266.000,401,1161,2627,3740,4816,8170,10564,15314,18284
53,280,280.000,380,1125,2325,3574,5056,7995,9471,15063,17729
54,199,199.000,775,1994,2521,5011,7155,9605,16053,17561,18144
55,236,236.000,392,1534,2772,4229,5828,9230,11411,18270,20012
56,162,162.000,410,2255,4000,6152,8282,11594,12504,19131,96654
57,262,262.000,426,1713,2173,3799,5889,8714,9480,15721,16136
58,280,280.000,390,1119,2516,3580,5069,7904,9049,12006,18795
59,322,322.000,372,1069,1990,3069,4092,7379,8554,11711,17205
