Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,99.200,2.217,0.962,1.300,1.471,2.514,3.841,4.766,14.466,20.791,0.451
5,141.800,1.460,0.943,1.096,1.179,1.420,2.324,2.558,3.429,10.751,0.685
10,124.000,1.523,0.941,1.087,1.194,1.889,2.316,2.640,4.333,9.984,0.657
15,120.000,1.587,0.950,1.106,1.217,1.962,2.534,3.044,5.567,10.215,0.630
20,106.200,1.742,0.878,1.107,1.599,2.232,2.552,2.859,3.614,10.108,0.574
25,118.000,1.626,0.913,1.082,1.238,1.935,2.483,2.934,6.096,19.985,0.615
30,124.800,1.542,0.900,1.072,1.168,1.797,2.573,2.955,5.108,12.022,0.648
35,117.800,1.528,0.873,1.079,1.224,1.994,2.362,2.589,3.629,3.998,0.655
40,98.400,1.743,0.925,1.119,1.483,2.193,2.658,3.009,4.257,6.625,0.574
45,126.200,1.507,0.891,1.069,1.170,1.669,2.400,2.812,4.874,12.340,0.663
50,138.200,1.383,0.879,1.046,1.111,1.242,1.671,2.141,3.791,91.331,0.723
55,114.800,1.551,0.870,1.041,1.170,2.042,2.390,2.627,2.977,11.672,0.645
