Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.200,8.492,5.950,6.551,7.009,9.359,13.998,15.845,21.398,21.398,0.118
5,22.000,7.569,5.784,6.114,6.270,6.760,13.088,13.490,16.167,18.340,0.132
10,14.000,11.046,5.989,6.721,10.291,14.090,16.360,17.292,54.520,54.520,0.091
15,14.600,10.470,6.395,6.955,7.391,15.196,17.581,20.692,31.756,31.756,0.096
20,11.400,11.595,6.599,7.109,7.960,14.587,22.288,26.857,44.549,44.549,0.086
25,15.800,8.678,6.678,7.108,7.395,8.510,14.838,15.253,22.349,22.349,0.115
30,13.800,11.595,6.854,7.288,8.404,16.618,18.646,21.225,26.366,26.366,0.086
35,13.200,11.985,6.902,7.492,8.660,17.266,19.995,22.588,27.307,27.307,0.083
40,12.200,11.200,7.201,7.544,7.992,15.439,17.090,22.109,29.837,29.837,0.089
45,12.400,10.571,7.258,7.625,8.504,12.530,17.733,18.386,31.186,31.186,0.095
50,7.200,14.478,7.417,8.864,16.488,18.112,22.220,26.272,29.837,29.837,0.069
55,13.400,10.532,7.427,7.909,8.314,10.605,18.656,20.403,26.328,26.328,0.095
