Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,12.400,12.992,7.253,7.947,8.869,14.184,26.807,29.686,45.327,45.327,0.077
5,12.600,8.920,7.197,7.446,7.721,8.422,9.373,17.521,27.050,27.050,0.112
10,14.600,10.467,7.114,7.558,7.926,14.753,17.242,18.551,23.061,23.061,0.096
15,8.800,10.924,7.108,7.508,7.966,15.627,17.211,19.518,22.739,22.739,0.092
20,12.600,9.384,6.700,7.171,7.368,8.892,16.124,16.501,17.919,17.919,0.107
25,15.600,7.847,6.650,7.225,7.439,7.824,8.394,9.508,18.458,18.458,0.127
30,12.200,11.291,6.895,7.280,7.577,16.022,17.222,21.724,24.985,24.985,0.089
35,10.800,10.571,6.914,7.250,7.657,15.594,16.394,16.953,18.312,18.312,0.095
40,13.000,10.661,6.921,7.333,7.761,14.806,16.618,21.084,24.693,24.693,0.094
45,14.800,8.111,6.882,7.119,7.290,7.600,9.290,15.606,18.466,18.466,0.123
50,13.800,8.508,6.693,7.066,7.253,7.595,9.737,19.541,29.175,29.175,0.118
55,14.200,9.232,6.749,7.074,7.266,8.517,16.190,16.415,17.052,17.052,0.108
