Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,4.800,20.662,16.961,18.641,19.485,21.805,23.322,30.431,34.089,34.089,0.048
5,11.600,10.384,6.992,7.618,8.021,9.642,18.492,22.224,29.031,29.031,0.096
10,13.200,8.598,6.910,7.288,7.452,7.716,15.287,17.141,18.547,18.547,0.116
15,13.400,9.191,6.841,7.278,7.516,8.008,16.193,17.927,33.232,33.232,0.109
20,13.200,8.684,6.518,7.074,7.371,7.735,16.076,16.468,18.880,18.880,0.115
25,14.400,8.448,6.627,6.943,7.201,7.568,15.509,16.797,18.042,18.042,0.118
30,13.600,7.504,6.642,6.901,7.098,7.493,7.919,8.047,16.460,16.460,0.133
35,15.000,8.567,6.754,7.047,7.305,8.011,14.485,16.091,21.625,21.625,0.117
40,11.200,12.074,6.710,7.206,7.922,17.940,20.322,22.164,28.755,28.755,0.083
45,11.000,10.443,6.603,6.978,7.366,10.758,19.606,26.550,29.236,29.236,0.096
50,12.200,8.544,6.569,7.067,7.192,7.489,15.581,17.372,21.715,21.715,0.117
55,14.200,8.925,6.618,6.977,7.121,7.557,16.911,18.268,21.099,21.099,0.112
