Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,231,231.000,837,1806,3202,4300,5823,8693,10518,15418,19595
1,315,315.000,672,1380,2413,3162,4296,5866,6740,14312,20576
2,399,399.000,444,841,1735,2489,2836,5595,6631,18353,21154
3,455,455.000,321,793,1676,2190,2822,5219,6196,9648,13327
4,418,418.000,377,812,1541,2380,3022,5302,6326,10604,21742
5,518,518.000,348,783,1610,1925,2623,3350,5390,6019,11194
6,534,534.000,324,722,1569,1861,2580,3123,5512,6695,11574
7,478,478.000,346,723,1670,2089,2604,4368,5709,11897,13478
8,524,524.000,292,743,1391,1902,2602,3530,5426,6599,11928
9,331,331.000,341,1225,1672,3002,3914,5963,8550,12679,37530
10,441,441.000,296,743,1492,2259,2707,5143,6089,12363,21604
11,529,529.000,302,684,1464,1884,2509,3714,5686,7310,11809
12,429,429.000,310,960,1801,2314,3039,4904,5483,8193,11355
13,514,514.000,313,693,1486,1937,2742,4095,5569,6263,11515
14,533,533.000,293,685,1454,1867,2471,3596,5392,6641,11964
15,463,463.000,307,737,1556,2155,2812,5047,5669,8019,13085
16,519,519.000,313,727,1480,1903,2514,3281,5332,11291,12323
17,448,448.000,295,710,1644,2226,2881,5255,5982,7740,13088
18,503,503.000,318,681,1660,1992,2522,3708,5617,7887,15919
19,483,483.000,295,662,1502,2064,2600,4666,5685,11531,18091
20,504,504.000,313,690,1525,1974,2528,4491,5766,8139,12392
21,469,469.000,304,698,1432,2132,2722,4505,5824,11256,17573
22,541,541.000,290,657,1435,1835,2462,3521,5622,6867,12642
23,461,461.000,249,723,1533,2173,2826,5087,5780,11492,13365
24,573,573.000,284,707,1385,1731,2475,3064,3839,5929,13434
25,592,592.000,291,683,1309,1691,2386,3022,3794,5675,13371
26,472,472.000,281,721,1611,2104,2643,4397,5602,10431,15807
27,496,496.000,284,659,1615,2019,2617,4791,5633,7585,12603
28,516,516.000,305,695,1497,1926,2506,3826,5277,8037,13367
29,594,594.000,284,656,1283,1676,2218,2937,5411,6353,16796
30,527,527.000,302,695,1503,1892,2499,3797,5483,6574,18091
31,466,466.000,296,720,1529,2140,2714,4793,5949,12813,15525
32,446,446.000,295,725,1583,2234,2700,5404,6062,12429,14986
33,531,531.000,275,692,1489,1878,2537,3587,5503,6829,13871
34,581,581.000,260,675,1335,1715,2431,3090,4961,5694,11376
35,443,443.000,327,752,1733,2253,2883,4996,5941,10653,13922
36,532,532.000,310,713,1447,1871,2541,3224,5374,7250,12699
37,440,440.000,287,718,1634,2270,2928,5563,6058,11168,13999
38,445,445.000,302,738,1699,2242,2951,5254,5794,9607,13318
39,515,515.000,296,714,1667,1933,2692,3243,5686,6432,11921
40,504,504.000,326,732,1581,1978,2698,3474,5800,6801,13708
41,401,401.000,316,792,1608,2489,3230,5789,6495,12110,14988
42,453,453.000,327,776,1775,2207,2854,3934,6319,12084,19803
43,450,450.000,304,713,1690,2206,2900,4770,6139,8870,17437
44,470,470.000,281,768,1830,2129,2751,3827,6112,9129,16839
45,517,517.000,316,752,1601,1918,2696,3480,4063,6586,10552
46,397,397.000,302,793,1744,2515,3224,5602,6943,14728,17621
47,377,377.000,374,852,1837,2647,3383,6272,6984,8978,14905
48,354,354.000,295,1014,1993,2816,3721,5966,7518,10821,17163
49,364,364.000,326,916,1720,2750,3726,6205,6807,12689,13354
50,405,405.000,317,813,1859,2454,3136,5125,6221,13095,14730
51,489,489.000,338,752,1621,2036,2924,3614,6024,6973,12969
52,510,510.000,284,756,1651,1963,2847,3508,6169,6601,6777
53,502,502.000,323,802,1768,1978,2842,3493,5981,6684,9110
54,568,568.000,324,739,1158,1753,2544,3202,3493,6252,13794
55,393,393.000,325,1040,1954,2542,3287,5231,6134,10859,16277
56,464,464.000,300,803,1773,2146,2885,3640,6258,8132,15255
57,393,393.000,323,878,1790,2539,3145,5750,6796,13127,14839
58,414,414.000,350,817,1859,2410,3130,5759,6590,8626,15437
59,435,435.000,312,786,1785,2281,2843,5054,6344,13384,15603
