Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,80.600,2.546,1.070,1.413,2.402,2.995,3.899,4.647,7.857,37.132,0.393
5,110.400,1.585,0.986,1.164,1.295,1.587,2.480,2.871,5.894,18.575,0.631
10,110.000,1.540,0.928,1.098,1.201,1.788,2.584,2.877,3.434,11.713,0.649
15,92.200,2.024,0.930,1.158,1.832,2.250,2.596,2.829,4.180,103.947,0.494
20,91.200,1.834,0.989,1.193,1.684,2.231,2.709,3.147,4.504,8.595,0.545
25,122.800,1.498,0.887,1.029,1.124,2.053,2.458,2.682,3.413,7.891,0.668
30,138.600,1.382,0.910,1.025,1.109,1.783,2.256,2.505,2.902,4.565,0.724
35,164.800,1.213,0.899,1.009,1.070,1.165,1.934,2.139,2.537,3.939,0.824
40,146.000,1.236,0.900,1.014,1.077,1.167,1.998,2.259,2.771,4.436,0.809
45,128.400,1.374,0.887,1.029,1.096,1.397,2.217,2.472,2.776,15.758,0.728
50,112.800,1.575,0.880,1.058,1.302,2.004,2.244,2.493,2.820,10.484,0.635
55,138.600,1.291,0.882,0.997,1.071,1.250,2.155,2.428,2.753,3.158,0.775
