Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,232,232.000,1297,1725,3065,4288,5719,7586,12650,15860,24097
1,301,301.000,665,1381,2333,3309,4343,7086,8824,13038,15872
2,422,422.000,468,896,1820,2383,2907,4321,6525,13451,20731
3,289,289.000,392,1237,1944,3404,4643,7609,10113,15169,17322
4,508,508.000,363,777,1702,1965,2688,3321,5726,6900,13845
5,431,431.000,330,769,1504,2301,2673,5103,6869,14199,23891
6,527,527.000,318,700,1505,1896,2565,3355,5676,7280,14067
7,505,505.000,363,736,1612,1967,2645,3276,5806,7905,14901
8,469,469.000,280,785,1564,2123,2746,4614,5840,8383,12866
9,447,447.000,326,724,1573,2234,2741,5375,6418,11008,15516
10,471,471.000,332,723,1515,2110,2703,4698,5799,12598,13630
11,611,611.000,293,672,1441,1630,2272,3004,3370,5829,6268
12,475,475.000,308,708,1594,2096,2707,4686,5802,11029,11562
13,505,505.000,324,722,1582,1986,2563,3386,5570,7326,13087
14,386,386.000,325,825,1593,2558,3677,5350,6156,11687,15094
15,391,391.000,261,909,1677,2551,3411,5526,6566,11743,13466
16,355,355.000,349,955,1879,2810,3719,6043,7650,12060,16407
17,263,263.000,627,1488,2499,3789,5502,7511,10422,14167,16499
18,423,423.000,338,813,1694,2347,3089,5666,6362,9159,11759
19,416,416.000,354,846,2038,2393,3233,4783,6367,9154,10098
20,566,566.000,326,723,1226,1762,2527,3219,3783,6411,8651
21,477,477.000,331,752,1758,2088,2711,4069,5728,7408,13277
22,224,224.000,355,1378,3017,4448,5443,9895,14419,24400,26932
23,452,452.000,306,754,1753,2208,2816,4265,6474,9337,15487
24,539,539.000,302,700,1589,1847,2666,3232,5481,6153,8193
25,459,459.000,293,706,1554,2171,2811,4137,6017,13722,19004
26,360,360.000,356,882,1956,2774,3143,5687,7348,13283,62501
27,404,404.000,334,819,1718,2461,3131,5884,6809,13090,14213
28,439,439.000,335,827,1776,2273,3063,4475,6273,8371,18234
29,437,437.000,352,925,1742,2269,3084,4312,5315,8536,19436
30,480,480.000,354,847,1795,2074,2965,3639,4449,6968,7928
31,475,475.000,385,844,1696,2096,2924,3803,4893,7793,8736
32,512,512.000,336,825,1223,1944,2802,3683,4069,7006,7356
33,310,310.000,363,1347,2245,3216,4016,6803,8492,15116,17597
34,298,298.000,371,1007,2319,3352,3729,7890,9995,17663,22278
35,278,278.000,609,1568,1879,3582,5261,7199,8341,13925,14486
36,488,488.000,328,810,1387,2044,2974,3756,5297,6729,15570
37,524,524.000,285,799,1346,1902,2770,3374,3740,6857,9576
38,529,529.000,334,796,1199,1888,2622,3461,3994,7006,16377
39,461,461.000,363,847,1849,2155,3133,3815,4890,7340,11348
40,486,486.000,341,822,1415,2062,2822,3720,6357,7938,16024
41,447,447.000,338,814,1807,2220,3029,4042,6251,7882,16044
42,512,512.000,326,768,1265,1944,2731,3608,4524,7130,14398
43,517,517.000,342,769,1742,1932,2801,3522,3854,6605,7201
44,433,433.000,342,816,1694,2310,3155,4221,6924,9717,17560
45,462,462.000,333,847,1792,2154,3073,3957,5807,7035,7961
46,374,374.000,361,887,1923,2666,3515,6107,7305,10359,16131
47,451,451.000,359,814,1797,2197,3148,3780,6680,8685,15322
48,450,450.000,338,817,1863,2218,3239,3956,6087,7238,15991
49,482,482.000,315,794,1751,2064,2733,3729,6549,7529,15244
50,410,410.000,388,820,1899,2432,3159,5269,6790,8956,14908
51,408,408.000,354,856,2285,2445,3294,4091,6948,7849,9035
52,275,275.000,343,1234,2326,3629,4488,8695,10107,17651,28386
53,241,241.000,644,1432,3394,4136,5668,8057,11094,16893,31708
54,353,353.000,360,928,2208,2823,3551,6497,7816,16656,21026
55,302,302.000,367,1057,2266,3309,3954,7456,9827,18765,21743
56,378,378.000,358,945,2072,2643,3232,5875,7500,9523,20860
57,358,358.000,301,889,2145,2777,3508,5932,8234,14491,16160
58,365,365.000,340,840,1987,2730,3531,6485,8169,9915,17238
59,506,506.000,346,804,1608,1960,2946,3558,3887,6946,8937
