Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,11.600,1.258,0.374,0.557,0.847,1.803,2.700,3.042,4.665,4.665,0.795
5,15.400,0.934,0.392,0.473,0.541,0.988,1.597,1.914,8.734,8.734,1.071
10,15.400,0.623,0.356,0.480,0.524,0.596,0.841,1.171,4.187,4.187,1.604
15,16.000,0.898,0.353,0.440,0.489,0.615,1.307,4.241,9.004,9.004,1.113
20,14.400,0.586,0.390,0.465,0.511,0.621,0.909,1.099,1.229,1.229,1.708
25,15.800,0.524,0.355,0.444,0.473,0.529,0.751,0.862,1.262,1.262,1.907
30,16.600,0.651,0.344,0.417,0.445,0.497,0.562,0.780,8.458,8.458,1.537
35,23.000,0.438,0.332,0.389,0.413,0.445,0.499,0.523,0.700,2.332,2.286
40,19.200,0.450,0.318,0.378,0.402,0.426,0.501,0.712,3.305,3.305,2.224
45,17.400,0.459,0.294,0.364,0.393,0.428,0.740,0.899,1.810,1.810,2.180
50,20.600,0.421,0.288,0.342,0.373,0.411,0.596,0.689,1.075,1.493,2.375
55,19.200,0.389,0.293,0.338,0.364,0.387,0.462,0.623,1.237,1.237,2.570
