Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,17.800,1.179,0.321,0.459,0.645,1.136,2.505,3.253,9.648,9.648,0.848
5,20.800,0.523,0.292,0.379,0.415,0.630,0.780,0.893,1.404,2.884,1.912
10,20.800,0.455,0.293,0.342,0.372,0.417,0.709,0.831,1.500,2.036,2.200
15,17.200,0.439,0.295,0.334,0.363,0.530,0.717,0.776,0.974,0.974,2.280
20,18.600,0.556,0.249,0.323,0.356,0.413,0.728,0.907,11.059,11.059,1.799
25,19.000,0.463,0.281,0.315,0.341,0.400,0.781,0.838,4.493,4.493,2.162
30,21.400,0.461,0.260,0.322,0.353,0.398,0.624,0.791,2.111,5.989,2.169
35,17.600,0.419,0.287,0.335,0.367,0.409,0.662,0.752,0.867,0.867,2.389
40,19.600,0.446,0.281,0.351,0.386,0.476,0.721,0.771,0.845,0.845,2.243
45,15.000,0.528,0.295,0.363,0.423,0.728,0.803,0.834,0.985,0.985,1.894
50,22.200,0.415,0.284,0.353,0.378,0.414,0.509,0.771,0.827,0.851,2.408
55,16.200,0.463,0.300,0.355,0.380,0.446,0.804,0.836,1.032,1.032,2.159
