Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,12.600,1.156,0.377,0.538,0.739,1.432,2.309,2.799,6.004,6.004,0.865
5,17.400,0.613,0.289,0.379,0.448,0.525,0.845,0.913,7.580,7.580,1.631
10,16.600,0.555,0.294,0.345,0.373,0.425,0.517,0.693,7.562,7.562,1.801
15,16.000,0.548,0.307,0.360,0.394,0.595,0.928,1.211,2.495,2.495,1.825
20,14.800,0.422,0.259,0.347,0.371,0.403,0.514,0.645,2.291,2.291,2.371
25,11.200,0.485,0.298,0.352,0.374,0.426,0.611,0.831,3.457,3.457,2.064
30,14.600,0.414,0.273,0.338,0.367,0.430,0.564,0.663,1.310,1.310,2.416
35,15.200,0.430,0.310,0.337,0.346,0.445,0.813,0.874,0.953,0.953,2.327
40,16.400,0.410,0.279,0.335,0.355,0.387,0.453,0.632,2.477,2.477,2.436
45,19.800,0.399,0.270,0.321,0.342,0.387,0.697,0.797,1.121,1.121,2.505
50,21.200,0.381,0.258,0.320,0.338,0.383,0.449,0.765,0.791,0.893,2.628
55,19.600,0.391,0.251,0.312,0.338,0.388,0.644,0.828,0.988,0.988,2.560
