Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,71.200,3.054,1.444,2.353,2.667,3.107,4.010,5.109,9.120,33.375,0.327
5,124.400,1.508,0.928,1.134,1.251,1.534,2.269,2.468,4.096,10.390,0.663
10,137.400,1.413,0.911,1.049,1.134,1.781,2.180,2.389,2.940,9.756,0.707
15,137.400,1.263,0.900,1.027,1.089,1.216,2.009,2.366,2.910,3.694,0.792
20,163.800,1.218,0.888,1.002,1.065,1.166,1.838,2.090,2.691,11.975,0.821
25,151.400,1.184,0.866,0.990,1.046,1.147,1.772,2.017,2.613,12.243,0.844
30,178.000,1.106,0.881,0.983,1.032,1.104,1.200,1.392,2.411,6.454,0.904
35,151.200,1.194,0.892,1.026,1.093,1.185,1.523,2.007,2.485,3.092,0.837
40,121.000,1.499,0.891,1.029,1.121,1.889,2.372,2.520,3.242,33.927,0.667
45,138.000,1.305,0.873,0.994,1.064,1.211,2.173,2.434,3.417,9.367,0.766
50,142.200,1.234,0.895,0.998,1.058,1.150,1.906,2.235,2.946,13.050,0.810
55,160.800,1.203,0.867,0.997,1.059,1.151,1.918,2.132,2.499,7.059,0.831
